index,pred_class,true_bbox,cam_bboxes,densenet_adv_iou
Abyssinian_91,0,"[51.44274809160305, 0.8549618320610687, 107.72519083969465, 221.43511450381678]","[59, 22, 70, 85]",0.24943259358119058
english_setter_4,13,"[28.448, 73.92, 149.632, 117.824]","[101, 75, 70, 76]",0.30175424544718277
keeshond_21,19,"[67.2, 70.112, 63.168, 92.288]","[66, 70, 75, 74]",0.6953448598892729
Ragdoll_80,26,"[29.344, 31.808, 166.208, 192.192]","[61, 76, 71, 74]",0.16447611479138238
basset_hound_72,3,"[46.856, 74.368, 138.88, 149.632]","[68, 96, 68, 68]",0.22251210219455755
american_bulldog_21,1,"[76.424, 20.608, 93.184, 153.216]","[70, 25, 66, 70]",0.28317589458333753
British_Shorthair_64,9,"[79.744, 61.192, 126.784, 85.568]","[70, 69, 82, 78]",0.48328003021612165
Persian_264,23,"[5.656565656565657, 27.262626262626263, 205.8989898989899, 168.56565656565655]","[139, 24, 85, 69]",0.1332186341867491
pug_78,25,"[0.0, 53.128, 180.544, 132.608]","[83, 75, 72, 61]",0.18344654901394533
leonberger_21,19,"[10.304, 72.84, 211.45600000000002, 94.976]","[41, 70, 64, 64]",0.193152678185051
english_cocker_spaniel_87,12,"[39.136, 34.048, 148.288, 189.952]","[74, 60, 77, 79]",0.21595732437541226
beagle_53,4,"[80.64, 64.68, 86.912, 100.8]","[76, 72, 61, 62]",0.3861805725505618
newfoundland_85,22,"[38.448, 56.896, 148.288, 154.56]","[79, 81, 74, 71]",0.2292381799035127
havanese_44,35,"[17.472, 42.136, 163.52, 140.224]","[91, 41, 76, 78]",0.253811425863183
english_setter_198,13,"[27.776, 23.344, 195.776, 175.616]","[57, 66, 80, 82]",0.1908008509993452
Sphynx_24,33,"[49.13333333333333, 31.733333333333334, 137.2, 190.4]","[61, 34, 70, 86]",0.23044932258617734
Birman_89,6,"[0.896, 45.512, 222.656, 140.672]","[36, 52, 68, 67]",0.14545935269749266
great_pyrenees_61,15,"[51.52, 49.992000000000004, 168.0, 107.072]","[109, 41, 79, 72]",0.2662053952666914
Russian_Blue_203,27,"[3.584, 54.432, 220.416, 141.568]","[71, 71, 67, 65]",0.13956610099948438
english_setter_44,13,"[78.848, 71.048, 85.568, 77.056]","[67, 60, 71, 65]",0.39806727827164257
yorkshire_terrier_37,36,"[7.168, 38.344, 196.672, 146.048]","[61, 86, 73, 68]",0.17281985026636396
pomeranian_3,24,"[45.248, 28.0, 131.712, 152.768]","[76, 68, 81, 77]",0.30996881759616296
basset_hound_36,3,"[42.56, 48.647999999999996, 121.408, 136.64000000000001]","[71, 63, 79, 72]",0.34287390172329285
japanese_chin_28,17,"[0.448, 38.344, 221.76, 147.392]","[82, 68, 77, 71]",0.1672599447580451
english_cocker_spaniel_1,12,"[37.896, 34.496, 146.048, 189.504]","[78, 71, 78, 79]",0.22264230959973078
British_Shorthair_68,9,"[24.192, 75.08, 170.68800000000002, 86.016]","[125, 74, 71, 78]",0.3620927975354849
english_cocker_spaniel_77,12,"[10.752, 53.984, 206.528, 134.848]","[45, 56, 70, 69]",0.17342978343029689
Bengal_3,5,"[0.448, 22.240000000000002, 222.208, 157.696]","[63, 68, 137, 86]",0.33623169537071157
chihuahua_80,31,"[75.712, 57.120000000000005, 72.128, 130.368]","[82, 72, 73, 78]",0.5155283757727048
japanese_chin_82,17,"[0.0, 84.144, 123.2, 102.144]","[51, 72, 74, 80]",0.3601047901902909
Maine_Coon_37,23,"[51.968, 53.128, 172.032, 130.816]","[58, 59, 69, 69]",0.21155733018405348
Bombay_37,7,"[0.0, 8.96, 224.00000000000003, 153.44000000000003]","[143, 36, 81, 65]",0.15318342209146427
Siamese_51,6,"[0.448, 5.136, 223.552, 216.832]","[60, 74, 89, 82]",0.1505573367387499
basset_hound_85,3,"[11.200000000000001, 47.263999999999996, 158.592, 126.784]","[92, 63, 73, 70]",0.2541412575541086
pomeranian_98,24,"[34.792, 0.0, 154.56, 221.312]","[86, 29, 77, 69]",0.15532370589936378
British_Shorthair_75,9,"[0.0, 54.472, 202.94400000000002, 112.0]","[131, 69, 66, 67]",0.19454698270036488
great_pyrenees_58,29,"[39.872, 52.68, 163.072, 133.504]","[122, 59, 70, 69]",0.22185716294132524
japanese_chin_98,17,"[34.048, 88.864, 65.856, 55.552]","[39, 68, 83, 79]",0.49521263226551987
Abyssinian_78,0,"[65.8711111111111, 34.346666666666664, 105.0311111111111, 189.65333333333334]","[67, 46, 76, 92]",0.35101282088384855
Russian_Blue_97,27,"[8.064, 39.896, 198.912, 134.848]","[30, 46, 65, 74]",0.17932448103826246
havanese_57,22,"[64.184, 72.57600000000001, 107.072, 120.06400000000001]","[66, 83, 84, 73]",0.4769945568778938
leonberger_76,19,"[19.0, 3.584, 184.576, 220.416]","[44, 40, 121, 99]",0.2944436672186931
Siamese_254,32,"[93.0, 55.25333333333334, 40.32, 74.66666666666667]","[71, 40, 85, 82]",0.3692004581378513
english_setter_5,12,"[44.8, 0.56, 150.64000000000001, 223.44000000000003]","[77, 26, 69, 67]",0.1373481024463898
Sphynx_213,10,"[86.61333333333334, 60.85333333333333, 107.52000000000001, 63.46666666666667]","[76, 52, 72, 70]",0.46281503465006296
Siamese_37,6,"[60.480000000000004, 44.168, 113.34400000000001, 141.12]","[65, 61, 67, 66]",0.276459574513035
Sphynx_96,33,"[68.36, 17.92, 112.896, 174.272]","[69, 31, 71, 84]",0.30313177648951617
Russian_Blue_41,27,"[51.968, 68.36, 172.032, 103.488]","[41, 61, 75, 67]",0.20089390887931838
Russian_Blue_79,27,"[94.976, 50.44, 92.288, 90.496]","[119, 52, 68, 65]",0.5292338956874686
Abyssinian_84,0,"[68.24000000000001, 20.720000000000002, 107.52000000000001, 202.16000000000003]","[69, 41, 71, 99]",0.3233769485979987
boxer_73,8,"[2.3440000000000003, 4.48, 217.28, 215.04]","[77, 44, 80, 81]",0.13868707921312856
pomeranian_38,24,"[47.936, 4.448, 127.232, 206.976]","[72, 63, 81, 73]",0.2245388713892819
beagle_86,4,"[56.448, 57.16, 118.72, 118.72]","[101, 52, 68, 69]",0.3005208940219691
Sphynx_28,33,"[60.480000000000004, 6.72, 136.192, 215.488]","[91, 36, 74, 75]",0.1891116549099397
samoyed_9,29,"[63.84, 34.048, 104.384, 189.952]","[92, 72, 70, 70]",0.24712590594380113
yorkshire_terrier_64,36,"[54.656, 49.992000000000004, 101.248, 118.272]","[81, 65, 69, 69]",0.39758481360414233
Abyssinian_76,0,"[95.832, 80.19200000000001, 52.416000000000004, 66.752]","[85, 71, 75, 81]",0.5759461451851853
keeshond_71,18,"[25.088, 60.256, 139.328, 116.032]","[78, 73, 74, 69]",0.3158381807017708
Sphynx_93,33,"[48.832, 22.992, 137.984, 165.76]","[46, 31, 78, 81]",0.26355762245977643
american_pit_bull_terrier_203,2,"[61.6, 57.49333333333334, 101.54666666666667, 130.66666666666669]","[93, 59, 70, 72]",0.37983943577430973
yorkshire_terrier_85,36,"[6.272, 44.168, 216.832, 132.16]","[38, 67, 98, 79]",0.2701654205771117
american_pit_bull_terrier_64,1,"[74.368, 51.784, 149.632, 134.4]","[82, 67, 74, 71]",0.2612560274858446
Ragdoll_210,26,"[67.6, 4.48, 116.48, 216.53333333333333]","[100, 30, 66, 69]",0.18055806954744763
shiba_inu_83,31,"[52.864000000000004, 28.0, 171.136, 167.552]","[77, 66, 76, 68]",0.18023183809459054
Abyssinian_4,0,"[46.856, 39.872, 139.328, 184.12800000000001]","[69, 66, 70, 75]",0.20464496528068826
samoyed_22,29,"[0.0, 32.480000000000004, 223.552, 162.624]","[102, 69, 83, 79]",0.18036073024499555
staffordshire_bull_terrier_66,34,"[67.648, 50.304, 142.016, 133.504]","[86, 59, 89, 75]",0.35206245717063955
english_setter_3,12,"[17.024, 37.856, 186.368, 157.696]","[61, 65, 96, 77]",0.2515185010302198
Egyptian_Mau_22,11,"[30.912, 52.232, 172.48, 127.232]","[118, 62, 78, 75]",0.266575829046636
keeshond_86,18,"[111.552, 68.32, 61.376000000000005, 115.136]","[102, 80, 76, 74]",0.5573636052734077
samoyed_1,29,"[59.136, 49.544, 150.976, 127.68]","[69, 81, 71, 66]",0.24309246383232347
english_setter_53,13,"[34.944, 82.928, 125.44, 84.224]","[94, 74, 75, 78]",0.3876043780438905
german_shorthaired_69,14,"[60.744, 8.96, 89.60000000000001, 193.984]","[70, 0, 68, 85]",0.2874179644365515
keeshond_64,18,"[76.608, 67.568, 147.392, 116.032]","[105, 73, 74, 73]",0.31586600662844383
havanese_50,16,"[58.504000000000005, 42.56, 114.24000000000001, 166.208]","[73, 45, 79, 73]",0.3037245053007726
leonberger_198,19,"[0.0, 57.16, 179.648, 118.272]","[59, 107, 67, 64]",0.2018136091434987
Russian_Blue_76,27,"[6.272, 54.879999999999995, 203.392, 124.096]","[92, 64, 67, 68]",0.18050617585573328
samoyed_6,29,"[43.008, 37.0, 124.992, 149.184]","[72, 51, 77, 71]",0.29318693213182456
german_shorthaired_92,14,"[62.048, 34.944, 110.208, 183.68]","[80, 57, 75, 81]",0.3001036589159757
basset_hound_198,3,"[40.584, 0.0, 141.568, 150.08]","[94, 70, 72, 74]",0.25077041491072144
leonberger_25,19,"[34.496, 39.688, 189.056, 146.048]","[64, 63, 95, 71]",0.24428447940358652
pug_65,25,"[0.448, 48.088, 191.744, 152.32]","[62, 86, 93, 67]",0.21334331410718496
staffordshire_bull_terrier_91,34,"[55.552, 70.6, 80.19200000000001, 100.352]","[76, 57, 75, 73]",0.35581750901357323
Bengal_20,5,"[55.144, 12.992, 105.28, 158.144]","[72, 90, 73, 63]",0.27622616500340114
american_pit_bull_terrier_24,2,"[66.752, 57.84, 79.296, 135.744]","[75, 58, 71, 68]",0.44853396832246345
shiba_inu_22,31,"[68.992, 33.824, 146.048, 153.66400000000002]","[94, 49, 68, 72]",0.21815926463593716
beagle_8,4,"[7.792, 0.0, 208.32, 221.76]","[76, 73, 86, 75]",0.13961932524720544
great_pyrenees_89,15,"[40.768, 47.68, 134.4, 142.464]","[31, 39, 74, 75]",0.20843590920242
chihuahua_23,10,"[19.712, 32.032, 171.136, 163.968]","[118, 40, 73, 81]",0.21018981396405295
keeshond_28,18,"[72.128, 42.784, 149.184, 152.768]","[95, 72, 79, 80]",0.2773080250038775
boxer_41,28,"[69.03999999999999, 17.472, 87.36, 198.016]","[68, 20, 63, 57]",0.20346402778664216
Sphynx_243,33,"[3.982222222222222, 27.977777777777778, 220.01777777777778, 173.22666666666666]","[25, 39, 73, 77]",0.1474826942754887
boxer_36,8,"[53.576, 5.376, 128.576, 218.624]","[64, 26, 76, 76]",0.2054799435910767
Maine_Coon_47,18,"[0.0, 90.75999999999999, 81.08800000000001, 72.57600000000001]","[21, 77, 69, 77]",0.5136422381452923
pug_1,25,"[39.424, 41.888, 184.12800000000001, 143.36]","[67, 62, 69, 67]",0.175136257599527
samoyed_69,29,"[48.832, 70.112, 127.232, 85.12]","[35, 58, 71, 68]",0.25635959482474624
leonberger_98,19,"[117.376, 49.992000000000004, 62.272, 124.096]","[114, 57, 69, 70]",0.5316767313672986
boxer_89,8,"[64.96000000000001, 60.744, 112.896, 124.992]","[70, 67, 72, 69]",0.3520633483808269
Russian_Blue_80,27,"[43.008, 60.744, 180.096, 125.888]","[62, 69, 68, 68]",0.20395268374519296
Ragdoll_49,32,"[37.896, 0.0, 142.912, 224.0]","[87, 29, 74, 72]",0.16643608854199987
german_shorthaired_7,14,"[70.6, 15.232000000000001, 95.424, 159.488]","[77, 24, 74, 74]",0.3598137951572463
shiba_inu_69,31,"[37.896, 75.264, 110.208, 148.288]","[60, 94, 74, 76]",0.3441328911639816
scottish_terrier_76,30,"[125.888, 64.88, 75.712, 120.512]","[139, 59, 85, 63]",0.3279418943582122
shiba_inu_39,31,"[24.782978723404256, 42.58723404255319, 185.39574468085107, 144.88510638297873]","[51, 64, 72, 69]",0.1849515951988629
staffordshire_bull_terrier_86,1,"[61.824, 59.120000000000005, 155.45600000000002, 133.952]","[85, 74, 88, 65]",0.2746877788830104
staffordshire_bull_terrier_47,34,"[17.472, 29.823999999999998, 206.08, 170.24]","[49, 42, 75, 74]",0.15819601045509735
american_bulldog_47,1,"[49.056, 27.776, 95.872, 180.544]","[59, 37, 70, 71]",0.2871319637929149
samoyed_36,29,"[60.704, 14.336, 124.992, 208.32]","[87, 43, 73, 74]",0.20746335445960093
Birman_26,6,"[86.28, 20.608, 90.496, 198.464]","[91, 37, 68, 69]",0.26124433385315776
Bengal_81,5,"[83.776, 63.088, 77.504, 86.912]","[93, 71, 65, 64]",0.617574662306374
Persian_256,23,"[15.186440677966102, 61.72542372881356, 136.67796610169492, 132.8813559322034]","[69, 61, 76, 68]",0.2806633229168209
german_shorthaired_192,14,"[60.032000000000004, 71.048, 99.008, 114.688]","[67, 83, 76, 76]",0.5086732709910888
american_pit_bull_terrier_6,8,"[0.0, 61.152, 106.176, 133.504]","[40, 60, 65, 60]",0.2684332279065676
great_pyrenees_25,15,"[31.36, 33.824, 174.72, 162.17600000000002]","[95, 49, 78, 79]",0.21746656190100347
newfoundland_21,22,"[57.792, 47.752, 108.416, 138.43200000000002]","[57, 63, 77, 72]",0.3642136405999234
keeshond_6,18,"[4.032, 0.0, 219.96800000000002, 224.0]","[50, 56, 122, 95]",0.2352209022611081
Ragdoll_48,26,"[61.792, 5.376, 132.608, 215.936]","[91, 34, 74, 74]",0.19123556450588533
german_shorthaired_44,14,"[70.152, 73.024, 116.032, 150.976]","[81, 94, 79, 95]",0.42841533080757477
Russian_Blue_69,27,"[0.0, 63.84, 41.664, 95.424]","[0, 45, 74, 69]",0.2988990729853697
pug_74,8,"[67.936, 17.92, 73.47200000000001, 126.784]","[87, 21, 58, 56]",0.32017398332402464
keeshond_41,18,"[47.04, 28.896, 115.136, 137.536]","[76, 44, 74, 72]",0.3364625169197199
Sphynx_73,33,"[88.256, 41.44, 102.592, 86.464]","[81, 46, 65, 69]",0.42516914175396414
Russian_Blue_226,7,"[1.4933333333333334, 0.0, 221.76000000000002, 203.84]","[137, 76, 67, 69]",0.10227070973244443
Ragdoll_53,6,"[29.12, 28.672, 194.88, 195.328]","[65, 70, 82, 76]",0.16371771343779523
Persian_7,23,"[1.344, 38.752, 177.856, 157.248]","[67, 77, 71, 62]",0.15739697701509506
saint_bernard_62,28,"[35.84, 56.672, 128.576, 139.328]","[104, 57, 64, 63]",0.20982370067364867
pomeranian_42,24,"[29.12, 37.448, 121.408, 130.368]","[76, 65, 78, 74]",0.3428780434847967
Egyptian_Mau_7,11,"[40.96, 47.36, 149.12, 138.24]","[79, 90, 85, 71]",0.2927572468357574
Persian_221,26,"[30.613333333333333, 29.493333333333332, 165.76000000000002, 166.50666666666666]","[77, 71, 82, 78]",0.23173791241135894
Siamese_77,32,"[1.344, 35.616, 180.992, 152.32]","[81, 65, 71, 67]",0.1725507460100377
Bombay_71,7,"[95.76, 30.8, 111.44000000000001, 138.88000000000002]","[129, 47, 64, 65]",0.2687896361332666
Sphynx_75,33,"[38.528, 49.928, 142.464, 118.272]","[64, 68, 77, 81]",0.37015930340296493
german_shorthaired_85,14,"[55.528, 28.224, 95.872, 159.04]","[69, 36, 78, 94]",0.4808662556111032
scottish_terrier_21,30,"[59.136, 44.576, 130.816, 109.312]","[84, 64, 73, 69]",0.3522437087027434
keeshond_70,18,"[0.896, 77.872, 121.408, 107.968]","[32, 96, 75, 68]",0.38907006242346276
yorkshire_terrier_19,36,"[37.448, 9.856, 147.84, 214.144]","[85, 57, 83, 85]",0.22284308062802907
saint_bernard_40,28,"[45.248, 46.408, 147.84, 139.776]","[89, 66, 80, 69]",0.267124988107131
Ragdoll_81,6,"[28.448, 0.0, 167.104, 224.0]","[70, 49, 78, 72]",0.1500348799037041
Bombay_56,7,"[0.0, 28.896, 196.672, 166.656]","[104, 48, 69, 67]",0.14104588017420946
Persian_40,23,"[0.0, 37.448, 224.0, 146.94400000000002]","[86, 79, 69, 63]",0.13206561683362367
beagle_45,8,"[60.480000000000004, 73.736, 100.8, 95.424]","[71, 68, 76, 71]",0.4933092219627342
Birman_86,6,"[17.472, 73.736, 190.4, 97.21600000000001]","[97, 75, 66, 68]",0.24246449731966513
saint_bernard_37,28,"[75.52799999999999, 94.528, 93.184, 64.06400000000001]","[62, 77, 68, 70]",0.3631150649343702
Siamese_29,32,"[39.688, 34.944, 145.6, 163.072]","[96, 46, 67, 69]",0.19470769737523075
Siamese_87,32,"[0.448, 52.68, 145.15200000000002, 125.44]","[70, 66, 67, 66]",0.2428620567770759
leonberger_49,19,"[0.0, 28.0, 224.0, 167.104]","[64, 65, 116, 83]",0.25721791732778904
shiba_inu_27,31,"[45.696, 68.136, 64.06400000000001, 94.08]","[37, 64, 70, 67]",0.5615082826402472
saint_bernard_74,28,"[58.688, 36.064, 140.224, 149.632]","[69, 35, 78, 68]",0.24785238953696317
english_cocker_spaniel_24,12,"[37.448, 12.992, 106.624, 211.008]","[56, 33, 72, 76]",0.24321603072530193
Ragdoll_204,6,"[1.792, 58.912, 219.072, 113.34400000000001]","[116, 64, 69, 67]",0.18618234033713876
miniature_pinscher_47,21,"[110.47200000000001, 95.424, 58.24, 99.456]","[102, 109, 72, 72]",0.6182009220930971
samoyed_38,29,"[103.04, 37.0, 120.96000000000001, 149.184]","[123, 58, 73, 71]",0.2872216568893156
boxer_81,8,"[39.424, 38.344, 93.184, 133.504]","[74, 37, 73, 72]",0.3054869437719452
miniature_pinscher_9,2,"[39.688, 6.72, 117.376, 213.248]","[88, 34, 68, 73]",0.19832045072663743
newfoundland_74,22,"[38.0, 48.384, 119.168, 175.616]","[69, 68, 76, 78]",0.2832594863747248
Birman_82,6,"[3.5, 39.5, 220.5, 149.5]","[45, 50, 75, 68]",0.1547107137169249
Maine_Coon_2,20,"[21.0, 11.200000000000001, 180.69333333333333, 206.82666666666668]","[76, 54, 83, 77]",0.17100946774344788
japanese_chin_40,17,"[78.4, 70.6, 72.128, 79.296]","[66, 57, 80, 75]",0.548386533785481
Siamese_35,32,"[44.168, 40.32, 141.12, 180.544]","[70, 90, 76, 71]",0.21178749474503258
Abyssinian_223,0,"[60.480000000000004, 48.16, 119.46666666666667, 147.09333333333333]","[72, 77, 76, 79]",0.34166535824355126
Russian_Blue_84,27,"[42.112, 38.792, 152.768, 147.392]","[76, 68, 75, 66]",0.2198360408483425
Bombay_96,7,"[14.336, 50.848, 208.768, 120.96000000000001]","[40, 90, 85, 72]",0.24235150068611133
Maine_Coon_34,20,"[5.376, 32.304, 218.624, 168.448]","[51, 56, 74, 72]",0.1446773419648641
pomeranian_76,24,"[62.496, 21.504, 133.504, 202.496]","[91, 53, 70, 72]",0.18643172137893585
japanese_chin_5,17,"[2.688, 29.344, 220.864, 166.656]","[69, 64, 78, 72]",0.15257423881677254
Russian_Blue_81,27,"[5.824, 30.688, 212.352, 155.008]","[148, 77, 76, 58]",0.12239735912238527
Abyssinian_88,0,"[0.0, 39.616, 191.296, 148.736]","[77, 45, 76, 77]",0.20567539058878542
basset_hound_60,3,"[99.904, 39.344, 81.536, 144.704]","[114, 87, 67, 68]",0.38614798869229583
boxer_59,1,"[37.448, 24.64, 133.504, 198.912]","[68, 56, 71, 72]",0.19250214937235552
Persian_86,23,"[38.344, 39.872, 131.264, 184.12800000000001]","[59, 56, 68, 69]",0.19412994576769946
Sphynx_4,33,"[86.2253052164262, 20.137624861265262, 66.3795782463929, 182.73029966703663]","[83, 27, 69, 71]",0.37787610392317755
staffordshire_bull_terrier_38,8,"[78.4, 38.752, 145.15200000000002, 156.352]","[90, 59, 76, 66]",0.22101973947808984
scottish_terrier_59,30,"[63.984, 34.048, 92.736, 126.784]","[83, 51, 66, 70]",0.39294264717716854
scottish_terrier_20,30,"[46.368, 4.48, 140.672, 219.52]","[71, 32, 81, 79]",0.20721937241847213
wheaten_terrier_9,35,"[57.608000000000004, 20.608, 128.576, 203.392]","[85, 46, 72, 80]",0.22025648583889806
leonberger_191,19,"[41.44, 4.032, 137.088, 219.072]","[87, 32, 78, 79]",0.20518016767034009
american_bulldog_28,1,"[80.00800000000001, 25.984, 75.712, 145.15200000000002]","[77, 18, 77, 71]",0.39534109289856006
leonberger_81,19,"[17.92, 50.368, 193.088, 141.568]","[33, 61, 67, 60]",0.14706376232392573
american_pit_bull_terrier_84,14,"[29.12, 29.688, 181.44, 164.416]","[57, 48, 79, 81]",0.2145038022020798
yorkshire_terrier_7,13,"[64.96000000000001, 66.608, 75.712, 78.848]","[56, 55, 67, 65]",0.4288580470650206
Sphynx_237,10,"[4.71578947368421, 29.505263157894735, 213.38947368421051, 168.5894736842105]","[155, 31, 69, 77]",0.13338521739782133
British_Shorthair_265,18,"[0.29396325459317585, 28.293963254593177, 223.41207349081364, 130.51968503937007]","[100, 39, 68, 72]",0.16790311474874445
pug_193,25,"[0.0, 42.93333333333334, 214.29333333333335, 152.32]","[114, 81, 72, 74]",0.16322949040243273
Persian_266,26,"[9.625, 61.90625, 170.84375, 105.0]","[124, 46, 72, 81]",0.18292080611720588
Siamese_56,6,"[0.896, 29.344, 223.104, 166.208]","[55, 42, 69, 64]",0.11908848883625153
Egyptian_Mau_33,11,"[33.81132075471698, 60.1542730299667, 179.24972253052164, 101.93118756936738]","[53, 77, 67, 72]",0.26402297659405766
newfoundland_96,22,"[49.544, 0.0, 124.544, 205.632]","[68, 22, 81, 88]",0.27832625856097837
beagle_25,3,"[34.048, 48.16, 105.28, 141.12]","[73, 58, 64, 55]",0.2369235434802087
Sphynx_29,33,"[0.0, 28.896, 209.66400000000002, 163.968]","[75, 68, 82, 83]",0.19797437395688272
pomeranian_39,24,"[57.344, 53.864000000000004, 135.296, 167.104]","[71, 66, 78, 68]",0.2346020013210973
British_Shorthair_59,9,"[62.272, 47.304, 161.728, 125.44]","[98, 89, 81, 70]",0.27948711946690036
beagle_93,4,"[29.568, 41.480000000000004, 142.912, 129.472]","[64, 69, 77, 74]",0.307948356827518
pug_30,25,"[39.168, 6.272, 138.88, 195.328]","[71, 40, 78, 72]",0.20702504514679504
Egyptian_Mau_69,0,"[37.448, 38.976, 132.608, 152.768]","[99, 49, 66, 72]",0.23457099709979892
keeshond_8,18,"[57.53333333333333, 21.46666666666667, 127.86666666666667, 201.6]","[69, 39, 72, 78]",0.21786086697452703
saint_bernard_31,3,"[77.056, 75.08, 89.152, 101.248]","[89, 83, 71, 67]",0.5270060584324003
scottish_terrier_73,30,"[72.0, 18.666666666666668, 98.46666666666667, 205.33333333333334]","[76, 50, 74, 73]",0.26718119389074024
miniature_pinscher_95,21,"[55.368, 17.92, 112.896, 206.08]","[82, 58, 75, 76]",0.24499682442852916
Ragdoll_94,6,"[67.016, 62.272, 113.34400000000001, 138.43200000000002]","[78, 64, 73, 68]",0.31637105607813554
boxer_197,8,"[69.888, 69.21600000000001, 74.816, 77.952]","[78, 83, 75, 69]",0.6363004301412769
english_setter_50,13,"[25.984, 62.984, 147.84, 108.864]","[69, 61, 80, 71]",0.3397047297671909
wheaten_terrier_57,35,"[9.408, 28.448, 201.15200000000002, 152.768]","[101, 36, 72, 78]",0.18275545593035558
leonberger_68,19,"[9.584, 4.48, 202.94400000000002, 219.52]","[57, 59, 97, 84]",0.18289452725271754
scottish_terrier_87,30,"[71.68, 37.0, 110.208, 148.736]","[84, 56, 67, 65]",0.2656800476857655
great_pyrenees_200,15,"[103.04, 23.792, 107.072, 176.512]","[107, 42, 81, 76]",0.32572302570753253
Ragdoll_234,26,"[55.25333333333334, 59.36, 92.58666666666667, 135.14666666666668]","[73, 66, 80, 72]",0.4182206452990213
