index,pred_class,true_bbox,cam_bboxes,mobilenet_adv_iou
Birman_91,32,"[6.272, 55.856, 212.352, 107.072]","[41, 73, 100, 79]",0.3474520038140779
japanese_chin_84,17,"[51.296, 21.504, 137.536, 202.496]","[59, 36, 104, 80]",0.29873801297637037
Bombay_49,7,"[0.0, 26.74074074074074, 224.0, 136.19753086419752]","[114, 77, 110, 83]",0.2992633442971097
Ragdoll_6,26,"[9.706666666666667, 57.266666666666666, 176.21333333333334, 112.37333333333333]","[139, 60, 60, 58]",0.13235980991838975
saint_bernard_76,1,"[46.368, 56.448, 128.576, 101.248]","[63, 67, 108, 86]",0.7134702073916427
Maine_Coon_222,23,"[0.0, 26.48, 223.25333333333333, 174.72]","[44, 66, 115, 96]",0.2830274121482913
newfoundland_56,22,"[144.256, 108.68, 79.744, 65.856]","[46, 67, 132, 123]",0.11534915612339981
Egyptian_Mau_8,11,"[22.400000000000002, 56.04, 198.24, 130.66666666666669]","[35, 87, 120, 74]",0.3428126698621337
japanese_chin_27,17,"[35.392, 54.472, 135.296, 131.264]","[51, 72, 133, 86]",0.544487432220213
japanese_chin_79,28,"[28.672, 81.312, 136.192, 89.152]","[35, 92, 95, 61]",0.47727727044021123
Abyssinian_216,0,"[32.85333333333333, 28.746666666666666, 191.14666666666668, 167.25333333333333]","[46, 61, 151, 119]",0.5620596360187142
havanese_55,16,"[25.984, 44.128, 135.296, 141.568]","[61, 48, 98, 87]",0.4451386196454019
havanese_2,16,"[0.0, 6.272, 215.488, 180.544]","[133, 64, 91, 69]",0.14412071539891294
samoyed_197,29,"[44.576, 32.704, 140.224, 189.504]","[66, 39, 92, 74]",0.2561998163867999
Abyssinian_201,0,"[70.93333333333334, 90.72, 150.08, 105.28]","[74, 95, 96, 81]",0.49213874180983913
samoyed_58,29,"[54.472, 57.344, 107.968, 162.17600000000002]","[73, 65, 95, 86]",0.42761003169113876
wheaten_terrier_193,35,"[25.088, 68.016, 187.71200000000002, 111.552]","[107, 70, 96, 74]",0.33926070068594477
Bengal_4,5,"[36.288000000000004, 37.856, 187.71200000000002, 142.912]","[45, 71, 128, 89]",0.42465793374007854
Abyssinian_91,0,"[51.44274809160305, 0.8549618320610687, 107.72519083969465, 221.43511450381678]","[59, 23, 93, 118]",0.4600459297411739
english_setter_4,12,"[28.448, 73.92, 149.632, 117.824]","[99, 75, 81, 84]",0.3733643732101677
keeshond_21,18,"[67.2, 70.112, 63.168, 92.288]","[65, 73, 89, 74]",0.603836886624354
Ragdoll_80,26,"[29.344, 31.808, 166.208, 192.192]","[44, 75, 61, 79]",0.15085846920054657
basset_hound_72,3,"[46.856, 74.368, 138.88, 149.632]","[67, 96, 78, 89]",0.33405688006804035
american_bulldog_21,1,"[76.424, 20.608, 93.184, 153.216]","[63, 0, 108, 137]",0.5950309751387522
British_Shorthair_64,27,"[79.744, 61.192, 126.784, 85.568]","[86, 93, 56, 48]",0.247772688710287
Persian_264,26,"[5.656565656565657, 27.262626262626263, 205.8989898989899, 168.56565656565655]","[119, 39, 105, 77]",0.19982149946060143
pug_78,25,"[0.0, 53.128, 180.544, 132.608]","[48, 66, 142, 102]",0.5428185472629568
leonberger_21,19,"[10.304, 72.84, 211.45600000000002, 94.976]","[0, 72, 149, 88]",0.5727497400618975
english_cocker_spaniel_87,12,"[39.136, 34.048, 148.288, 189.952]","[57, 96, 140, 128]",0.5679612313419005
beagle_53,4,"[80.64, 64.68, 86.912, 100.8]","[68, 68, 67, 62]",0.3531197990496971
newfoundland_85,16,"[38.448, 56.896, 148.288, 154.56]","[64, 78, 115, 73]",0.36628369248001313
havanese_44,16,"[17.472, 42.136, 163.52, 140.224]","[87, 63, 98, 71]",0.2874744986607322
english_setter_198,13,"[27.776, 23.344, 195.776, 175.616]","[41, 44, 126, 122]",0.44710223804297783
Sphynx_24,33,"[49.13333333333333, 31.733333333333334, 137.2, 190.4]","[54, 38, 101, 106]",0.40983230026704565
Birman_89,6,"[0.896, 45.512, 222.656, 140.672]","[17, 60, 110, 91]",0.3195891397062997
great_pyrenees_61,15,"[51.52, 49.992000000000004, 168.0, 107.072]","[94, 41, 130, 81]",0.4639941326589953
Russian_Blue_203,27,"[3.584, 54.432, 220.416, 141.568]","[60, 68, 102, 97]",0.3170762349687482
english_setter_44,14,"[78.848, 71.048, 85.568, 77.056]","[66, 64, 87, 67]",0.5572996160120557
yorkshire_terrier_37,36,"[7.168, 38.344, 196.672, 146.048]","[45, 68, 121, 95]",0.4001942342489633
pomeranian_3,24,"[45.248, 28.0, 131.712, 152.768]","[67, 74, 113, 71]",0.3838853321407859
basset_hound_36,3,"[42.56, 48.647999999999996, 121.408, 136.64000000000001]","[53, 63, 115, 116]",0.7546674457124367
japanese_chin_28,17,"[0.448, 38.344, 221.76, 147.392]","[57, 70, 146, 99]",0.4422124092798214
english_cocker_spaniel_1,12,"[37.896, 34.496, 146.048, 189.504]","[39, 48, 152, 131]",0.6638807471921591
British_Shorthair_68,9,"[24.192, 75.08, 170.68800000000002, 86.016]","[118, 64, 106, 110]",0.33518747991260484
english_cocker_spaniel_77,12,"[10.752, 53.984, 206.528, 134.848]","[44, 65, 85, 82]",0.2502703085940309
Bengal_3,5,"[0.448, 22.240000000000002, 222.208, 157.696]","[37, 65, 187, 98]",0.5172795948033718
chihuahua_80,33,"[75.712, 57.120000000000005, 72.128, 130.368]","[66, 63, 89, 69]",0.47096305886118883
japanese_chin_82,17,"[0.0, 84.144, 123.2, 102.144]","[54, 92, 69, 57]",0.3125362360853432
Maine_Coon_37,20,"[51.968, 53.128, 172.032, 130.816]","[63, 61, 89, 84]",0.3321996640319227
Bombay_37,7,"[0.0, 8.96, 224.00000000000003, 153.44000000000003]","[122, 39, 102, 84]",0.24928310740354528
Siamese_51,32,"[0.448, 5.136, 223.552, 216.832]","[33, 43, 151, 106]",0.33020289556596755
basset_hound_85,3,"[11.200000000000001, 47.263999999999996, 158.592, 126.784]","[42, 71, 137, 75]",0.46084322814769446
pomeranian_98,24,"[34.792, 0.0, 154.56, 221.312]","[66, 0, 120, 89]",0.3122260830049323
British_Shorthair_75,9,"[0.0, 54.472, 202.94400000000002, 112.0]","[86, 72, 138, 87]",0.41422904045339065
great_pyrenees_58,29,"[39.872, 52.68, 163.072, 133.504]","[103, 65, 100, 78]",0.3580061832412415
japanese_chin_98,17,"[34.048, 88.864, 65.856, 55.552]","[47, 85, 72, 44]",0.451482016466712
Abyssinian_78,0,"[65.8711111111111, 34.346666666666664, 105.0311111111111, 189.65333333333334]","[65, 85, 81, 81]",0.32468336233994677
Russian_Blue_97,27,"[8.064, 39.896, 198.912, 134.848]","[0, 57, 111, 91]",0.3399236052530338
havanese_57,22,"[64.184, 72.57600000000001, 107.072, 120.06400000000001]","[45, 83, 132, 85]",0.6077797206099815
leonberger_76,19,"[19.0, 3.584, 184.576, 220.416]","[23, 39, 172, 140]",0.5918860928813866
Siamese_254,26,"[93.0, 55.25333333333334, 40.32, 74.66666666666667]","[70, 54, 92, 66]",0.40336772654724956
english_setter_5,12,"[44.8, 0.56, 150.64000000000001, 223.44000000000003]","[77, 33, 85, 93]",0.2348554509709521
Sphynx_213,27,"[86.61333333333334, 60.85333333333333, 107.52000000000001, 63.46666666666667]","[70, 63, 111, 89]",0.5302531557618432
Siamese_37,32,"[60.480000000000004, 44.168, 113.34400000000001, 141.12]","[55, 62, 84, 91]",0.43321286646457413
Sphynx_96,33,"[68.36, 17.92, 112.896, 174.272]","[65, 36, 109, 106]",0.559031881597034
Russian_Blue_41,27,"[51.968, 68.36, 172.032, 103.488]","[41, 67, 91, 86]",0.3592567829801987
Russian_Blue_79,27,"[94.976, 50.44, 92.288, 90.496]","[103, 61, 84, 75]",0.754337905617885
Abyssinian_84,0,"[68.24000000000001, 20.720000000000002, 107.52000000000001, 202.16000000000003]","[67, 64, 88, 116]",0.45996900048350814
boxer_73,8,"[2.3440000000000003, 4.48, 217.28, 215.04]","[54, 42, 128, 113]",0.30956325829300796
pomeranian_38,22,"[47.936, 4.448, 127.232, 206.976]","[59, 39, 124, 118]",0.5028890733343317
beagle_86,4,"[56.448, 57.16, 118.72, 118.72]","[80, 44, 107, 84]",0.4125701921816836
Sphynx_28,33,"[60.480000000000004, 6.72, 136.192, 215.488]","[70, 30, 113, 94]",0.3619358555771855
samoyed_9,29,"[63.84, 34.048, 104.384, 189.952]","[76, 69, 104, 95]",0.418266014631009
yorkshire_terrier_64,36,"[54.656, 49.992000000000004, 101.248, 118.272]","[65, 67, 106, 88]",0.6013230695111051
Abyssinian_76,0,"[95.832, 80.19200000000001, 52.416000000000004, 66.752]","[84, 81, 74, 70]",0.6618704789107626
keeshond_71,18,"[25.088, 60.256, 139.328, 116.032]","[57, 71, 116, 90]",0.5707185813505647
Sphynx_93,33,"[48.832, 22.992, 137.984, 165.76]","[51, 42, 107, 99]",0.46313809367859116
american_pit_bull_terrier_203,2,"[61.6, 57.49333333333334, 101.54666666666667, 130.66666666666669]","[92, 63, 76, 69]",0.36086800269208913
yorkshire_terrier_85,36,"[6.272, 44.168, 216.832, 132.16]","[33, 68, 140, 96]",0.4690032617613512
american_pit_bull_terrier_64,1,"[74.368, 51.784, 149.632, 134.4]","[70, 64, 90, 76]",0.3183577937361582
Ragdoll_210,26,"[67.6, 4.48, 116.48, 216.53333333333333]","[96, 32, 86, 79]",0.2693701195663942
shiba_inu_83,31,"[52.864000000000004, 28.0, 171.136, 167.552]","[60, 48, 125, 101]",0.4402915936424546
Abyssinian_4,0,"[46.856, 39.872, 139.328, 184.12800000000001]","[63, 64, 87, 81]",0.27469201339676386
samoyed_22,29,"[0.0, 32.480000000000004, 223.552, 162.624]","[84, 69, 117, 95]",0.3057357811000649
staffordshire_bull_terrier_66,34,"[67.648, 50.304, 142.016, 133.504]","[75, 56, 121, 102]",0.6509595275505669
english_setter_3,13,"[17.024, 37.856, 186.368, 157.696]","[70, 94, 154, 91]",0.38825342680102654
Egyptian_Mau_22,11,"[30.912, 52.232, 172.48, 127.232]","[67, 75, 117, 68]",0.362543127503425
keeshond_86,18,"[111.552, 68.32, 61.376000000000005, 115.136]","[104, 80, 80, 84]",0.5973331162974563
samoyed_1,29,"[59.136, 49.544, 150.976, 127.68]","[65, 78, 92, 79]",0.3770371376724983
english_setter_53,13,"[34.944, 82.928, 125.44, 84.224]","[80, 91, 82, 62]",0.4672940379564792
german_shorthaired_69,14,"[60.744, 8.96, 89.60000000000001, 193.984]","[56, 49, 115, 125]",0.5448539748537437
keeshond_64,18,"[76.608, 67.568, 147.392, 116.032]","[118, 90, 78, 65]",0.2964532864876361
havanese_50,16,"[58.504000000000005, 42.56, 114.24000000000001, 166.208]","[76, 56, 87, 50]",0.2290968611164142
leonberger_198,19,"[0.0, 57.16, 179.648, 118.272]","[34, 112, 127, 63]",0.37656499224746576
Russian_Blue_76,27,"[6.272, 54.879999999999995, 203.392, 124.096]","[67, 65, 116, 92]",0.42281868058217426
samoyed_6,29,"[43.008, 37.0, 124.992, 149.184]","[70, 61, 90, 86]",0.4150844804646648
german_shorthaired_92,14,"[62.048, 34.944, 110.208, 183.68]","[59, 56, 112, 117]",0.6188164203468003
basset_hound_198,3,"[40.584, 0.0, 141.568, 150.08]","[65, 48, 116, 118]",0.512759457338535
leonberger_25,19,"[34.496, 39.688, 189.056, 146.048]","[36, 65, 143, 97]",0.5023676818098071
pug_65,25,"[0.448, 48.088, 191.744, 152.32]","[40, 67, 143, 107]",0.5238911971038417
staffordshire_bull_terrier_91,34,"[55.552, 70.6, 80.19200000000001, 100.352]","[59, 69, 108, 92]",0.6280827511390626
Bengal_20,5,"[55.144, 12.992, 105.28, 158.144]","[86, 98, 57, 61]",0.20883635044940765
american_pit_bull_terrier_24,21,"[66.752, 57.84, 79.296, 135.744]","[68, 79, 87, 79]",0.5375035941949043
shiba_inu_22,31,"[68.992, 33.824, 146.048, 153.66400000000002]","[91, 51, 76, 82]",0.27768965220816183
beagle_8,4,"[7.792, 0.0, 208.32, 221.76]","[32, 39, 121, 122]",0.3195442603564723
great_pyrenees_89,15,"[40.768, 47.68, 134.4, 142.464]","[35, 42, 91, 99]",0.3937099126067523
chihuahua_23,21,"[19.712, 32.032, 171.136, 163.968]","[95, 41, 96, 103]",0.3516232347245252
keeshond_28,18,"[72.128, 42.784, 149.184, 152.768]","[75, 69, 115, 110]",0.5550548285283308
boxer_41,1,"[69.03999999999999, 17.472, 87.36, 198.016]","[54, 0, 104, 142]",0.5134421100248798
Sphynx_243,33,"[3.982222222222222, 27.977777777777778, 220.01777777777778, 173.22666666666666]","[0, 46, 129, 99]",0.321414291842858
boxer_36,8,"[53.576, 5.376, 128.576, 218.624]","[39, 42, 116, 86]",0.2970529019966421
Maine_Coon_47,20,"[0.0, 90.75999999999999, 81.08800000000001, 72.57600000000001]","[0, 0, 29, 29]",0.0
pug_1,25,"[39.424, 41.888, 184.12800000000001, 143.36]","[39, 57, 122, 91]",0.41851118386885217
samoyed_69,29,"[48.832, 70.112, 127.232, 85.12]","[45, 68, 83, 73]",0.49765874650023095
leonberger_98,19,"[117.376, 49.992000000000004, 62.272, 124.096]","[99, 70, 97, 77]",0.46097420306010545
boxer_89,8,"[64.96000000000001, 60.744, 112.896, 124.992]","[65, 71, 92, 82]",0.5346147142079224
Russian_Blue_80,30,"[43.008, 60.744, 180.096, 125.888]","[63, 97, 64, 61]",0.17219534544576845
Ragdoll_49,26,"[37.896, 0.0, 142.912, 224.0]","[60, 32, 58, 100]",0.18118042671614099
german_shorthaired_7,12,"[70.6, 15.232000000000001, 95.424, 159.488]","[69, 46, 92, 61]",0.36002808404997855
shiba_inu_69,29,"[37.896, 75.264, 110.208, 148.288]","[60, 105, 68, 69]",0.287103756284033
scottish_terrier_76,30,"[125.888, 64.88, 75.712, 120.512]","[136, 67, 88, 71]",0.4346963978813554
shiba_inu_39,31,"[24.782978723404256, 42.58723404255319, 185.39574468085107, 144.88510638297873]","[40, 67, 88, 67]",0.2194997192617745
staffordshire_bull_terrier_86,1,"[61.824, 59.120000000000005, 155.45600000000002, 133.952]","[77, 62, 115, 74]",0.4086701045969263
staffordshire_bull_terrier_47,34,"[17.472, 29.823999999999998, 206.08, 170.24]","[59, 59, 93, 71]",0.18821049676306448
american_bulldog_47,1,"[49.056, 27.776, 95.872, 180.544]","[61, 30, 88, 104]",0.4922296129388964
samoyed_36,29,"[60.704, 14.336, 124.992, 208.32]","[76, 34, 110, 88]",0.3703516730156553
Birman_26,6,"[86.28, 20.608, 90.496, 198.464]","[77, 35, 101, 91]",0.4353514984942102
Bengal_81,5,"[83.776, 63.088, 77.504, 86.912]","[85, 77, 82, 68]",0.7280068761180257
Persian_256,23,"[15.186440677966102, 61.72542372881356, 136.67796610169492, 132.8813559322034]","[77, 71, 77, 73]",0.2983483961170709
german_shorthaired_192,13,"[60.032000000000004, 71.048, 99.008, 114.688]","[73, 85, 88, 98]",0.7302191078277317
american_pit_bull_terrier_6,2,"[0.0, 61.152, 106.176, 133.504]","[32, 67, 90, 64]",0.31257382837404435
great_pyrenees_25,15,"[31.36, 33.824, 174.72, 162.17600000000002]","[65, 42, 159, 119]",0.551023737572167
newfoundland_21,22,"[57.792, 47.752, 108.416, 138.43200000000002]","[45, 64, 122, 102]",0.6745491649086959
keeshond_6,18,"[4.032, 0.0, 219.96800000000002, 224.0]","[47, 110, 7, 6]",0.0008523967122490544
Ragdoll_48,26,"[61.792, 5.376, 132.608, 215.936]","[71, 35, 110, 88]",0.3380497195794321
german_shorthaired_44,14,"[70.152, 73.024, 116.032, 150.976]","[64, 73, 114, 135]",0.7932411439360177
Russian_Blue_69,27,"[0.0, 63.84, 41.664, 95.424]","[0, 60, 106, 81]",0.34394040775367707
pug_74,1,"[67.936, 17.92, 73.47200000000001, 126.784]","[65, 0, 126, 120]",0.4428697138015001
keeshond_41,18,"[47.04, 28.896, 115.136, 137.536]","[62, 50, 106, 78]",0.47967536927886256
Sphynx_73,33,"[88.256, 41.44, 102.592, 86.464]","[66, 74, 95, 67]",0.34656893600732586
Russian_Blue_226,27,"[1.4933333333333334, 0.0, 221.76000000000002, 203.84]","[117, 62, 107, 101]",0.23701038817465733
Ragdoll_53,6,"[29.12, 28.672, 194.88, 195.328]","[39, 73, 139, 104]",0.3797662492709833
Persian_7,23,"[1.344, 38.752, 177.856, 157.248]","[49, 73, 107, 84]",0.3213730189485858
saint_bernard_62,28,"[35.84, 56.672, 128.576, 139.328]","[104, 59, 67, 52]",0.17208194033829943
pomeranian_42,24,"[29.12, 37.448, 121.408, 130.368]","[89, 77, 89, 59]",0.20804872847665434
Egyptian_Mau_7,11,"[40.96, 47.36, 149.12, 138.24]","[68, 97, 122, 69]",0.40835633866833565
Persian_221,26,"[30.613333333333333, 29.493333333333332, 165.76000000000002, 166.50666666666666]","[62, 69, 127, 110]",0.5061567599103635
Siamese_77,32,"[1.344, 35.616, 180.992, 152.32]","[70, 62, 96, 91]",0.3168810841168151
Bombay_71,7,"[95.76, 30.8, 111.44000000000001, 138.88000000000002]","[113, 46, 111, 83]",0.4634291533437552
Sphynx_75,33,"[38.528, 49.928, 142.464, 118.272]","[49, 67, 116, 89]",0.6127183980009957
german_shorthaired_85,14,"[55.528, 28.224, 95.872, 159.04]","[65, 38, 100, 114]",0.5863596067649212
scottish_terrier_21,30,"[59.136, 44.576, 130.816, 109.312]","[73, 70, 95, 71]",0.471686284534446
keeshond_70,18,"[0.896, 77.872, 121.408, 107.968]","[20, 92, 100, 83]",0.6331924545323021
yorkshire_terrier_19,35,"[37.448, 9.856, 147.84, 214.144]","[53, 44, 138, 180]",0.728475778679637
saint_bernard_40,28,"[45.248, 46.408, 147.84, 139.776]","[71, 61, 122, 92]",0.5431541424844996
Ragdoll_81,6,"[28.448, 0.0, 167.104, 224.0]","[35, 46, 134, 123]",0.4403267255293538
Bombay_56,7,"[0.0, 28.896, 196.672, 166.656]","[83, 48, 100, 88]",0.2684844788087915
Persian_40,23,"[0.0, 37.448, 224.0, 146.94400000000002]","[54, 69, 130, 86]",0.3396580621577899
beagle_45,4,"[60.480000000000004, 73.736, 100.8, 95.424]","[77, 68, 84, 83]",0.6425558527271032
Birman_86,6,"[17.472, 73.736, 190.4, 97.21600000000001]","[94, 78, 79, 80]",0.34143841868544644
saint_bernard_37,28,"[75.52799999999999, 94.528, 93.184, 64.06400000000001]","[68, 94, 68, 55]",0.5134320755675572
Siamese_29,32,"[39.688, 34.944, 145.6, 163.072]","[90, 60, 88, 89]",0.3298617101109252
Siamese_87,32,"[0.448, 52.68, 145.15200000000002, 125.44]","[58, 71, 103, 79]",0.35627232617258847
leonberger_49,19,"[0.0, 28.0, 224.0, 167.104]","[21, 47, 183, 132]",0.6453423359960606
shiba_inu_27,31,"[45.696, 68.136, 64.06400000000001, 94.08]","[31, 65, 93, 81]",0.5819365032265832
saint_bernard_74,28,"[58.688, 36.064, 140.224, 149.632]","[59, 33, 95, 82]",0.35250752863705265
english_cocker_spaniel_24,12,"[37.448, 12.992, 106.624, 211.008]","[36, 33, 118, 117]",0.5235109126330755
Ragdoll_204,6,"[1.792, 58.912, 219.072, 113.34400000000001]","[92, 73, 99, 85]",0.3388977706980365
miniature_pinscher_47,21,"[110.47200000000001, 95.424, 58.24, 99.456]","[105, 112, 73, 74]",0.6260039280026691
samoyed_38,29,"[103.04, 37.0, 120.96000000000001, 149.184]","[117, 65, 90, 89]",0.4438829773651202
boxer_81,8,"[39.424, 38.344, 93.184, 133.504]","[0, 174, 19, 7]",0.0
miniature_pinscher_9,1,"[39.688, 6.72, 117.376, 213.248]","[88, 48, 89, 128]",0.32050577615784537
newfoundland_74,22,"[38.0, 48.384, 119.168, 175.616]","[41, 69, 126, 127]",0.6652697661114951
Birman_82,6,"[3.5, 39.5, 220.5, 149.5]","[33, 54, 119, 99]",0.3573817486860965
Maine_Coon_2,20,"[21.0, 11.200000000000001, 180.69333333333333, 206.82666666666668]","[48, 52, 56, 92]",0.13785648221158558
japanese_chin_40,6,"[78.4, 70.6, 72.128, 79.296]","[61, 66, 102, 65]",0.5450480393306272
Siamese_35,32,"[44.168, 40.32, 141.12, 180.544]","[61, 85, 117, 104]",0.4775815856296436
Abyssinian_223,0,"[60.480000000000004, 48.16, 119.46666666666667, 147.09333333333333]","[66, 73, 102, 105]",0.6094663535623641
Russian_Blue_84,9,"[42.112, 38.792, 152.768, 147.392]","[57, 72, 120, 103]",0.5489239323001036
Bombay_96,7,"[14.336, 50.848, 208.768, 120.96000000000001]","[32, 84, 120, 79]",0.3754072265529961
Maine_Coon_34,20,"[5.376, 32.304, 218.624, 168.448]","[39, 61, 122, 96]",0.3180294724272688
pomeranian_76,24,"[62.496, 21.504, 133.504, 202.496]","[79, 60, 96, 56]",0.19886050280419823
japanese_chin_5,17,"[2.688, 29.344, 220.864, 166.656]","[43, 64, 128, 81]",0.28167551781558003
Russian_Blue_81,27,"[5.824, 30.688, 212.352, 155.008]","[114, 70, 110, 87]",0.27117034443118815
Abyssinian_88,0,"[0.0, 39.616, 191.296, 148.736]","[50, 56, 118, 80]",0.3317798508472547
basset_hound_60,3,"[99.904, 39.344, 81.536, 144.704]","[111, 87, 78, 64]",0.36704151450041167
boxer_59,1,"[37.448, 24.64, 133.504, 198.912]","[61, 46, 108, 76]",0.3090879581471624
Persian_86,23,"[38.344, 39.872, 131.264, 184.12800000000001]","[60, 63, 74, 68]",0.20819733314217043
Sphynx_4,33,"[86.2253052164262, 20.137624861265262, 66.3795782463929, 182.73029966703663]","[77, 25, 80, 125]",0.599868387023029
staffordshire_bull_terrier_38,34,"[78.4, 38.752, 145.15200000000002, 156.352]","[79, 143, 11, 3]",0.0014540772334084857
scottish_terrier_59,30,"[63.984, 34.048, 92.736, 126.784]","[72, 47, 95, 94]",0.6258904096814323
scottish_terrier_20,30,"[46.368, 4.48, 140.672, 219.52]","[71, 35, 105, 102]",0.34682285960335
wheaten_terrier_9,35,"[57.608000000000004, 20.608, 128.576, 203.392]","[55, 34, 131, 137]",0.6635464296798202
leonberger_191,19,"[41.44, 4.032, 137.088, 219.072]","[62, 35, 126, 101]",0.37979278175633385
american_bulldog_28,1,"[80.00800000000001, 25.984, 75.712, 145.15200000000002]","[72, 0, 88, 108]",0.4347191930129021
leonberger_81,19,"[17.92, 50.368, 193.088, 141.568]","[0, 61, 135, 90]",0.36400590571096336
american_pit_bull_terrier_84,2,"[29.12, 29.688, 181.44, 164.416]","[29, 37, 130, 97]",0.42215066189991973
yorkshire_terrier_7,16,"[64.96000000000001, 66.608, 75.712, 78.848]","[71, 69, 87, 76]",0.7266794868074418
Sphynx_237,33,"[4.71578947368421, 29.505263157894735, 213.38947368421051, 168.5894736842105]","[0, 41, 23, 17]",0.008620946845363237
British_Shorthair_265,27,"[0.29396325459317585, 28.293963254593177, 223.41207349081364, 130.51968503937007]","[103, 53, 63, 70]",0.15123626144647936
pug_193,25,"[0.0, 42.93333333333334, 214.29333333333335, 152.32]","[97, 92, 92, 72]",0.20293396104086234
Persian_266,23,"[9.625, 61.90625, 170.84375, 105.0]","[79, 142, 5, 3]",0.0008361859468499307
Siamese_56,6,"[0.896, 29.344, 223.104, 166.208]","[40, 54, 95, 93]",0.23825788017850597
Egyptian_Mau_33,11,"[33.81132075471698, 60.1542730299667, 179.24972253052164, 101.93118756936738]","[56, 83, 81, 72]",0.31919195677789064
