,index,pred_class,true_bbox,cam_bboxes,resnet_adv_iou
1955,Siamese_87,32,"[0.448, 52.68, 145.15200000000002, 125.44]","[35, 37, 144, 146]",0.5471075401381127
1956,leonberger_49,19,"[0.0, 28.0, 224.0, 167.104]","[21, 36, 203, 148]",0.8026438625047874
1957,shiba_inu_27,31,"[45.696, 68.136, 64.06400000000001, 94.08]","[0, 46, 157, 137]",0.2802148458784695
1958,saint_bernard_74,28,"[58.688, 36.064, 140.224, 149.632]","[37, 0, 143, 153]",0.49470314309089247
1959,english_cocker_spaniel_24,12,"[37.448, 12.992, 106.624, 211.008]","[0, 0, 182, 173]",0.46205108636635245
1960,Ragdoll_204,6,"[1.792, 58.912, 219.072, 113.34400000000001]","[72, 33, 152, 148]",0.5540497818788754
1961,miniature_pinscher_47,21,"[110.47200000000001, 95.424, 58.24, 99.456]","[75, 83, 149, 141]",0.27570648007996573
1962,samoyed_38,29,"[103.04, 37.0, 120.96000000000001, 149.184]","[94, 33, 130, 155]",0.8955482203473946
1963,boxer_81,8,"[39.424, 38.344, 93.184, 133.504]","[42, 0, 140, 159]",0.45996219374589375
1964,miniature_pinscher_9,2,"[39.688, 6.72, 117.376, 213.248]","[58, 0, 128, 191]",0.5846875404084427
1965,newfoundland_74,22,"[38.0, 48.384, 119.168, 175.616]","[42, 38, 141, 148]",0.610824077282913
1966,Birman_82,6,"[3.5, 39.5, 220.5, 149.5]","[0, 18, 171, 147]",0.5669084828953224
1967,Maine_Coon_2,20,"[21.0, 11.200000000000001, 180.69333333333333, 206.82666666666668]","[0, 21, 224, 164]",0.6663079118860054
1968,japanese_chin_40,17,"[78.4, 70.6, 72.128, 79.296]","[42, 35, 118, 132]",0.3671970909090911
1969,Siamese_35,32,"[44.168, 40.32, 141.12, 180.544]","[43, 50, 157, 151]",0.7644184763151896
1970,Abyssinian_223,0,"[60.480000000000004, 48.16, 119.46666666666667, 147.09333333333333]","[48, 46, 148, 145]",0.776789715753098
1971,Russian_Blue_84,9,"[42.112, 38.792, 152.768, 147.392]","[42, 37, 147, 144]",0.9163242422641642
1972,Bombay_96,7,"[14.336, 50.848, 208.768, 120.96000000000001]","[21, 69, 161, 131]",0.5555978703995829
1973,Maine_Coon_34,20,"[5.376, 32.304, 218.624, 168.448]","[0, 36, 166, 147]",0.6276869009286355
1974,pomeranian_76,24,"[62.496, 21.504, 133.504, 202.496]","[51, 28, 173, 151]",0.6109204091631808
1975,japanese_chin_5,17,"[2.688, 29.344, 220.864, 166.656]","[33, 35, 154, 151]",0.6317594995450906
1976,Russian_Blue_81,27,"[5.824, 30.688, 212.352, 155.008]","[101, 47, 123, 137]",0.4761535888068668
1977,Abyssinian_88,0,"[0.0, 39.616, 191.296, 148.736]","[41, 28, 144, 137]",0.5993398402759772
1978,basset_hound_60,3,"[99.904, 39.344, 81.536, 144.704]","[76, 58, 148, 140]",0.4620919500444271
1979,boxer_59,1,"[37.448, 24.64, 133.504, 198.912]","[30, 18, 167, 157]",0.6138568022994174
1980,Persian_86,23,"[38.344, 39.872, 131.264, 184.12800000000001]","[31, 22, 137, 162]",0.6752003675790711
1981,Sphynx_4,33,"[86.2253052164262, 20.137624861265262, 66.3795782463929, 182.73029966703663]","[41, 0, 155, 197]",0.37963575605412164
1982,staffordshire_bull_terrier_38,34,"[78.4, 38.752, 145.15200000000002, 156.352]","[48, 0, 176, 190]",0.6422878882646844
1983,scottish_terrier_59,30,"[63.984, 34.048, 92.736, 126.784]","[46, 31, 139, 139]",0.6085317024998705
1984,scottish_terrier_20,30,"[46.368, 4.48, 140.672, 219.52]","[49, 0, 142, 155]",0.647030193625962
1985,wheaten_terrier_9,35,"[57.608000000000004, 20.608, 128.576, 203.392]","[40, 0, 184, 186]",0.5437356862796436
1986,leonberger_191,19,"[41.44, 4.032, 137.088, 219.072]","[52, 0, 172, 171]",0.55133667482749
1987,american_bulldog_28,1,"[80.00800000000001, 25.984, 75.712, 145.15200000000002]","[49, 0, 137, 139]",0.39842778852137267
1988,leonberger_81,19,"[17.92, 50.368, 193.088, 141.568]","[22, 31, 140, 132]",0.5248007747563872
1989,american_pit_bull_terrier_84,2,"[29.12, 29.688, 181.44, 164.416]","[0, 34, 155, 152]",0.5585214419625669
1990,yorkshire_terrier_7,16,"[64.96000000000001, 66.608, 75.712, 78.848]","[32, 52, 139, 117]",0.3670749416466828
1991,Sphynx_237,10,"[4.71578947368421, 29.505263157894735, 213.38947368421051, 168.5894736842105]","[115, 0, 109, 157]",0.3291047450445787
1992,British_Shorthair_265,9,"[0.29396325459317585, 28.293963254593177, 223.41207349081364, 130.51968503937007]","[50, 36, 145, 130]",0.5896350956139843
1993,pug_193,25,"[0.0, 42.93333333333334, 214.29333333333335, 152.32]","[77, 61, 147, 140]",0.5298240543320539
1994,Persian_266,23,"[9.625, 61.90625, 170.84375, 105.0]","[86, 26, 138, 143]",0.3574058560445351
1995,Siamese_56,6,"[0.896, 29.344, 223.104, 166.208]","[0, 0, 170, 165]",0.5437082088015338
1996,Egyptian_Mau_33,11,"[33.81132075471698, 60.1542730299667, 179.24972253052164, 101.93118756936738]","[21, 58, 139, 132]",0.5414316604545215
1997,newfoundland_96,22,"[49.544, 0.0, 124.544, 205.632]","[44, 0, 146, 166]",0.708705442303006
1998,beagle_25,4,"[34.048, 48.16, 105.28, 141.12]","[42, 0, 135, 158]",0.41929139456666076
1999,Sphynx_29,33,"[0.0, 28.896, 209.66400000000002, 163.968]","[35, 31, 161, 167]",0.7402369761087841
2000,pomeranian_39,24,"[57.344, 53.864000000000004, 135.296, 167.104]","[47, 37, 143, 141]",0.6260383064905863
2001,British_Shorthair_59,9,"[62.272, 47.304, 161.728, 125.44]","[46, 55, 178, 148]",0.6902293383433953
2002,beagle_93,4,"[29.568, 41.480000000000004, 142.912, 129.472]","[26, 38, 154, 153]",0.7852942222222221
2003,pug_30,25,"[39.168, 6.272, 138.88, 195.328]","[22, 0, 202, 183]",0.6205942092132001
2004,Egyptian_Mau_69,0,"[37.448, 38.976, 132.608, 152.768]","[71, 25, 153, 156]",0.4680405314409946
2005,keeshond_8,18,"[57.53333333333333, 21.46666666666667, 127.86666666666667, 201.6]","[51, 0, 140, 171]",0.6248965423276605
2006,saint_bernard_31,28,"[77.056, 75.08, 89.152, 101.248]","[53, 46, 143, 154]",0.40988382962492054
2007,scottish_terrier_73,30,"[72.0, 18.666666666666668, 98.46666666666667, 205.33333333333334]","[44, 21, 146, 146]",0.5293447647787544
2008,miniature_pinscher_95,21,"[55.368, 17.92, 112.896, 206.08]","[61, 23, 139, 167]",0.6270877687739657
2009,Ragdoll_94,6,"[67.016, 62.272, 113.34400000000001, 138.43200000000002]","[46, 38, 145, 141]",0.577620953205045
2010,boxer_197,8,"[69.888, 69.21600000000001, 74.816, 77.952]","[58, 49, 130, 138]",0.32508677993311036
2011,english_setter_50,13,"[25.984, 62.984, 147.84, 108.864]","[36, 57, 142, 135]",0.7405621506217868
2012,wheaten_terrier_57,35,"[9.408, 28.448, 201.15200000000002, 152.768]","[67, 23, 157, 147]",0.6068316758640615
2013,leonberger_68,19,"[9.584, 4.48, 202.94400000000002, 219.52]","[22, 26, 202, 176]",0.72006450609934
2014,scottish_terrier_87,30,"[71.68, 37.0, 110.208, 148.736]","[42, 25, 148, 149]",0.646743910849359
2015,great_pyrenees_200,16,"[103.04, 23.792, 107.072, 176.512]","[79, 0, 145, 141]",0.46836311393191593
2016,Ragdoll_234,26,"[55.25333333333334, 59.36, 92.58666666666667, 135.14666666666668]","[43, 49, 124, 135]",0.6515072127919872
2017,Abyssinian_33,29,"[23.89333333333333, 59.4, 151.32444444444445, 115.98222222222222]","[85, 27, 139, 155]",0.3654496182342792
2018,saint_bernard_71,28,"[37.448, 24.192, 139.776, 168.448]","[24, 19, 160, 155]",0.7640663585061677
2019,newfoundland_192,22,"[0.0, 31.584, 222.656, 154.112]","[45, 34, 148, 128]",0.5520784889689346
2020,beagle_97,4,"[5.376, 56.232, 170.68800000000002, 126.336]","[0, 47, 190, 177]",0.6412143671721677
2021,chihuahua_46,10,"[43.824, 48.384, 128.12800000000001, 142.464]","[0, 30, 176, 154]",0.6209908757375773
2022,american_pit_bull_terrier_69,1,"[0.0, 29.792, 224.0, 165.76]","[44, 42, 180, 156]",0.7356591062013984
2023,leonberger_29,19,"[68.992, 38.792, 130.368, 147.392]","[53, 34, 149, 139]",0.7800537949585709
2024,saint_bernard_68,28,"[20.16, 75.488, 120.06400000000001, 82.432]","[37, 40, 153, 147]",0.3563342509716158
2025,german_shorthaired_51,14,"[59.912, 40.32, 106.624, 153.216]","[37, 54, 142, 126]",0.6460855206262609
2026,boxer_37,8,"[0.448, 49.096000000000004, 200.256, 105.72800000000001]","[34, 36, 167, 160]",0.582319219633105
2027,great_pyrenees_21,15,"[8.866666666666667, 47.2, 201.6, 130.2]","[0, 41, 166, 139]",0.7088093083458867
2028,yorkshire_terrier_198,36,"[17.92, 39.647999999999996, 143.808, 149.184]","[57, 24, 145, 137]",0.4442151867432773
2029,wheaten_terrier_53,30,"[0.448, 43.376, 159.04, 142.016]","[0, 61, 155, 139]",0.7718976946132186
2030,Birman_55,6,"[53.01941747572816, 9.423948220064725, 131.93527508090617, 192.10355987055019]","[23, 56, 156, 168]",0.5518923339059085
2031,chihuahua_7,1,"[84.224, 90.24000000000001, 85.568, 67.648]","[45, 49, 138, 130]",0.32265908940914156
2032,staffordshire_bull_terrier_92,34,"[64.70400000000001, 46.144, 109.76, 160.38400000000001]","[31, 0, 155, 171]",0.45072836406429173
2033,great_pyrenees_75,15,"[28.896, 14.784, 145.15200000000002, 181.44]","[72, 0, 127, 135]",0.39302776992837274
2034,Russian_Blue_34,27,"[11.0, 35.392, 199.36, 188.16]","[77, 19, 147, 141]",0.3992643349540516
2035,miniature_pinscher_40,21,"[90.048, 36.064, 75.264, 159.936]","[51, 0, 143, 174]",0.3912009275219718
2036,Persian_36,7,"[0.0, 53.536, 223.552, 142.464]","[0, 44, 180, 151]",0.7586423187534588
2037,yorkshire_terrier_63,36,"[46.408, 16.128, 137.088, 193.536]","[39, 26, 147, 161]",0.7846886047226476
2038,english_cocker_spaniel_56,12,"[39.872, 53.576, 114.24000000000001, 132.16]","[44, 44, 148, 135]",0.6493869168802171
2039,american_pit_bull_terrier_87,4,"[61.824, 57.16, 81.536, 124.992]","[28, 21, 153, 158]",0.4066286947502175
2040,wheaten_terrier_40,35,"[39.24, 32.256, 146.496, 191.744]","[42, 50, 164, 145]",0.6717066500747452
2041,english_setter_83,13,"[4.032, 66.568, 175.616, 101.248]","[0, 52, 145, 136]",0.6144611267855301
2042,Bombay_97,7,"[28.87111111111111, 27.0, 194.6311111111111, 161.77777777777777]","[107, 38, 117, 137]",0.5058060933674837
2043,Ragdoll_36,26,"[37.448, 52.864000000000004, 142.016, 171.136]","[38, 82, 130, 142]",0.7595441856941632
2044,boxer_67,8,"[0.0, 21.688, 222.656, 136.64000000000001]","[73, 0, 151, 170]",0.5736893385612232
2045,Bengal_19,5,"[59.584, 39.424, 116.928, 143.808]","[71, 44, 136, 143]",0.6809884307412395
2046,english_setter_35,4,"[10.752, 18.823999999999998, 212.352, 190.848]","[52, 36, 148, 138]",0.50396088859862
2047,Bombay_95,7,"[28.896, 2.688, 167.104, 220.864]","[0, 37, 175, 153]",0.5408857174658656
2048,Siamese_28,6,"[2.688, 71.456, 178.304, 120.96000000000001]","[70, 51, 154, 145]",0.44058696824178406
2049,pug_92,25,"[49.728, 59.400000000000006, 59.584, 104.384]","[30, 39, 129, 132]",0.3652581780596664
2050,scottish_terrier_51,30,"[98.11200000000001, 53.984, 84.672, 142.016]","[71, 50, 153, 138]",0.5207290605237592
2051,Bombay_87,7,"[12.992, 64.28800000000001, 150.976, 113.34400000000001]","[52, 44, 143, 141]",0.5162192637975987
2052,Siamese_46,32,"[70.152, 16.576, 115.136, 207.424]","[45, 0, 156, 155]",0.4961211291709127
2053,Sphynx_246,33,"[74.99065420560747, 21.98130841121495, 141.83177570093457, 193.64485981308408]","[56, 0, 137, 182]",0.5634353543930155
2054,boxer_94,8,"[16.128, 29.344, 206.08, 166.656]","[41, 0, 154, 168]",0.5494372484402082
2055,Birman_1,6,"[64.736, 38.976, 103.04, 185.024]","[35, 24, 189, 152]",0.41928450741701595
2056,saint_bernard_55,28,"[3.136, 59.36, 215.936, 132.16]","[0, 29, 180, 143]",0.5798660878697992
2057,samoyed_3,29,"[45.512, 1.792, 120.06400000000001, 219.52]","[42, 0, 150, 154]",0.5860704579728584
2058,pug_61,25,"[28.224, 45.2, 195.776, 145.6]","[0, 58, 224, 166]",0.6550540896859369
2059,miniature_pinscher_74,21,"[35.448, 8.064, 147.392, 210.56]","[53, 0, 143, 156]",0.5627096836561747
2060,Abyssinian_36,0,"[78.4, 39.666666666666664, 69.06666666666666, 155.4]","[75, 57, 113, 133]",0.5541635463764282
2061,american_bulldog_98,1,"[33.376, 75.264, 113.34400000000001, 148.736]","[57, 39, 139, 158]",0.39150059997263054
2062,wheaten_terrier_44,35,"[60.480000000000004, 65.184, 91.84, 119.616]","[44, 48, 142, 139]",0.5565677089877393
2063,leonberger_83,19,"[23.296, 46.816, 190.4, 148.288]","[37, 24, 153, 141]",0.5699674884855053
2064,scottish_terrier_33,30,"[73.688, 33.152, 110.656, 149.632]","[42, 23, 182, 176]",0.5169105454545455
2065,american_bulldog_44,1,"[44.616, 24.192, 134.4, 150.08]","[29, 0, 153, 143]",0.6122161508986166
2066,samoyed_59,29,"[81.536, 47.088, 84.672, 87.808]","[43, 0, 139, 157]",0.3406900506804748
2067,wheaten_terrier_25,35,"[59.504000000000005, 44.800000000000004, 116.48, 179.20000000000002]","[46, 51, 178, 154]",0.5910879176846597
2068,leonberger_8,22,"[0.0, 55.368, 148.736, 131.264]","[0, 56, 153, 146]",0.8661590653613034
2069,beagle_90,4,"[38.344, 23.744, 146.94400000000002, 199.808]","[31, 0, 161, 172]",0.6177211232969023
2070,basset_hound_53,3,"[11.200000000000001, 0.896, 206.528, 222.656]","[32, 25, 192, 166]",0.6556148960355574
2071,japanese_chin_41,17,"[41.664, 42.064, 174.272, 138.88]","[48, 22, 135, 144]",0.621717036065831
2072,Bombay_30,7,"[6.72, 31.584, 217.28, 134.848]","[18, 0, 149, 158]",0.5539052117356166
2073,newfoundland_93,22,"[34.048, 57.568, 126.784, 114.688]","[34, 60, 153, 130]",0.7046255102383991
2074,german_shorthaired_73,4,"[88.072, 43.456, 93.632, 173.824]","[42, 0, 126, 129]",0.26612668475854184
2075,Birman_19,6,"[52.864000000000004, 45.96, 116.48, 137.536]","[67, 16, 157, 149]",0.4474093499677962
2076,japanese_chin_64,17,"[26.432000000000002, 28.896, 197.568, 167.104]","[24, 31, 162, 163]",0.7784778919651619
2077,samoyed_90,29,"[56.0, 37.0, 168.0, 148.288]","[42, 29, 182, 169]",0.8099481110605371
2078,pug_4,25,"[37.448, 21.952, 147.392, 185.472]","[40, 0, 184, 160]",0.5436016127278592
2079,american_pit_bull_terrier_70,2,"[39.647999999999996, 30.912, 131.264, 167.104]","[37, 29, 146, 166]",0.8744292576521464
2080,Russian_Blue_68,27,"[56.896, 41.44, 157.248, 142.016]","[41, 35, 163, 147]",0.8071949071559921
2081,havanese_19,16,"[48.2, 18.368000000000002, 131.712, 190.4]","[45, 0, 140, 142]",0.5678919790880658
2082,english_setter_55,13,"[39.344, 0.0, 140.672, 224.0]","[40, 50, 184, 143]",0.5296867956393928
2083,shiba_inu_21,31,"[0.0, 28.0, 185.024, 166.656]","[42, 0, 138, 157]",0.5130354027087838
2084,scottish_terrier_89,30,"[0.896, 32.480000000000004, 202.496, 146.94400000000002]","[60, 29, 164, 149]",0.6261454885856877
2085,english_setter_80,12,"[22.400000000000002, 45.064, 201.6, 133.504]","[50, 23, 135, 131]",0.49196591753191155
2086,Bombay_29,30,"[21.000000000000004, 57.68000000000001, 201.74, 137.76000000000002]","[82, 54, 142, 121]",0.58012673533664
2087,boxer_195,8,"[53.312, 75.488, 108.416, 90.496]","[35, 47, 140, 135]",0.5191118696296296
2088,saint_bernard_53,28,"[66.752, 24.72, 155.008, 176.512]","[43, 20, 181, 158]",0.7378961648938467
2089,saint_bernard_3,28,"[42.112, 40.544, 139.776, 154.56]","[58, 0, 166, 171]",0.47777009224351424
2090,english_cocker_spaniel_25,12,"[37.896, 23.296, 147.392, 200.704]","[54, 0, 170, 166]",0.4795709652698224
2091,wheaten_terrier_45,35,"[69.44, 56.672, 122.75200000000001, 126.336]","[44, 46, 155, 133]",0.7114234026081988
2092,english_setter_56,13,"[0.0, 46.512, 223.552, 140.224]","[71, 41, 153, 142]",0.6455916466031819
2093,Siamese_66,27,"[98.336, 58.688, 97.21600000000001, 165.312]","[72, 32, 127, 139]",0.47876820450972946
2094,chihuahua_75,10,"[0.0, 32.032, 224.0, 163.968]","[46, 34, 150, 134]",0.5472539938106391
2095,boxer_96,8,"[0.448, 8.344, 223.552, 207.424]","[45, 22, 179, 155]",0.5983387978076309
2096,basset_hound_86,4,"[80.19200000000001, 89.55199999999999, 63.616, 81.536]","[53, 54, 138, 144]",0.26102023832528176
2097,german_shorthaired_22,14,"[51.784, 3.584, 120.96000000000001, 214.144]","[49, 0, 144, 153]",0.6052395237301632
2098,shiba_inu_41,31,"[29.568, 37.856, 139.328, 140.672]","[35, 43, 189, 143]",0.6371743796002168
2099,Siamese_233,32,"[28.493333333333332, 1.4933333333333334, 167.25333333333333, 221.01333333333335]","[37, 37, 160, 158]",0.6749134643165029
2100,Birman_94,27,"[48.384, 47.752, 125.44, 80.64]","[99, 26, 125, 129]",0.2986046733042201
2101,British_Shorthair_31,9,"[0.0, 57.608000000000004, 221.312, 115.584]","[34, 48, 160, 134]",0.6482856040535727
2102,Birman_21,6,"[0.448, 67.016, 190.4, 115.136]","[75, 45, 149, 145]",0.4418312509157225
2103,Abyssinian_31,0,"[45.36, 1.6800000000000002, 127.68, 221.20000000000002]","[75, 22, 131, 182]",0.5211004553066778
2104,american_bulldog_24,1,"[52.232, 24.64, 128.12800000000001, 192.64000000000001]","[58, 0, 133, 149]",0.5196444228354042
2105,beagle_60,4,"[51.784, 51.968, 113.34400000000001, 137.088]","[32, 16, 155, 151]",0.5033093864668664
2106,havanese_198,16,"[51.336, 82.432, 113.34400000000001, 109.312]","[35, 66, 135, 131]",0.7005857691829234
2107,wheaten_terrier_200,35,"[70.336, 64.88, 88.70400000000001, 120.512]","[52, 44, 172, 133]",0.42105513917009074
2108,pug_9,25,"[50.056, 83.328, 56.896, 96.768]","[24, 53, 128, 132]",0.3258589090909091
2109,japanese_chin_42,17,"[58.056, 33.6, 112.0, 185.92000000000002]","[44, 0, 150, 159]",0.4585572008055311
2110,basset_hound_9,3,"[0.0, 43.68, 155.45600000000002, 152.32]","[40, 28, 160, 132]",0.42812169484886065
2111,Abyssinian_50,0,"[37.0, 0.0, 148.288, 217.28]","[43, 16, 148, 131]",0.5653835479159407
2112,Bengal_23,5,"[18.368000000000002, 47.448, 204.73600000000002, 113.792]","[20, 36, 204, 145]",0.7764508724472714
2113,newfoundland_27,22,"[47.936, 61.6, 131.264, 133.952]","[16, 33, 134, 129]",0.41618423120935705
2114,Abyssinian_29,0,"[69.30000000000001, 24.360000000000003, 117.60000000000001, 136.92000000000002]","[44, 16, 129, 145]",0.6866024228840079
2115,British_Shorthair_53,9,"[62.272, 41.480000000000004, 161.728, 144.256]","[33, 30, 171, 173]",0.6296981275170843
2116,havanese_54,16,"[45.616, 30.016000000000002, 139.328, 193.984]","[38, 20, 143, 143]",0.6108714141028035
2117,Bombay_88,7,"[6.720000000000001, 28.0, 164.64000000000001, 166.88000000000002]","[47, 0, 177, 165]",0.42977081903229297
2118,Maine_Coon_70,20,"[0.0, 37.0, 202.94400000000002, 149.184]","[33, 56, 148, 143]",0.5988677561032767
2119,english_cocker_spaniel_195,35,"[34.048, 45.472, 172.032, 146.048]","[41, 25, 150, 162]",0.7529225293814363
2120,boxer_90,8,"[2.24, 52.232, 171.136, 133.056]","[28, 43, 166, 159]",0.6486304988983099
2121,pomeranian_54,24,"[62.272, 38.304, 116.928, 146.94400000000002]","[46, 23, 154, 145]",0.6228789817618312
2122,staffordshire_bull_terrier_60,2,"[10.304, 54.472, 124.096, 131.264]","[0, 42, 145, 140]",0.762184660653467
2123,newfoundland_63,22,"[5.376, 28.448, 213.696, 164.416]","[61, 44, 163, 144]",0.6350279066466877
2124,Ragdoll_90,26,"[42.56, 64.144, 128.576, 141.568]","[45, 57, 151, 147]",0.7751379309281057
2125,havanese_84,16,"[38.344, 20.16, 144.704, 175.168]","[41, 25, 141, 141]",0.7843373880377296
2126,Bengal_70,5,"[39.2, 46.592, 113.792, 137.088]","[21, 60, 159, 141]",0.58776184130693
2127,american_bulldog_71,2,"[55.775999999999996, 26.88, 76.16, 183.68]","[38, 0, 142, 158]",0.3777037967470562
2128,Sphynx_98,33,"[60.336, 11.200000000000001, 94.08, 198.912]","[45, 0, 149, 172]",0.5178436047291894
2129,Persian_22,23,"[0.0, 56.712, 186.816, 128.12800000000001]","[67, 41, 157, 152]",0.47311119132007534
2130,american_bulldog_84,1,"[54.208, 28.448, 129.472, 167.552]","[20, 43, 148, 135]",0.583850955487425
2131,basset_hound_57,3,"[150.528, 96.688, 73.47200000000001, 47.04]","[60, 47, 138, 142]",0.10726156825674965
2132,Bengal_94,5,"[10.304, 43.136, 213.248, 106.176]","[25, 45, 167, 140]",0.6090580094700759
2133,pug_22,8,"[40.768, 22.92, 182.336, 194.88]","[46, 0, 178, 202]",0.7974028173264822
2134,pomeranian_35,23,"[48.608000000000004, 46.592, 106.624, 148.288]","[38, 30, 145, 157]",0.6342189186514194
2135,pug_23,25,"[18.272, 21.056, 183.68, 190.4]","[24, 0, 166, 155]",0.5780056799464945
2136,British_Shorthair_61,9,"[58.016000000000005, 30.464000000000002, 99.904, 181.44]","[37, 20, 153, 165]",0.5527106136346545
2137,pug_63,25,"[1.344, 62.088, 189.056, 120.96000000000001]","[62, 43, 162, 134]",0.4947670099699732
2138,staffordshire_bull_terrier_65,8,"[4.928, 84.03999999999999, 204.288, 65.856]","[28, 45, 161, 146]",0.4022804834763125
2139,Siamese_86,32,"[24.192, 43.68, 199.808, 128.12800000000001]","[0, 31, 149, 133]",0.4939590387591037
2140,japanese_chin_193,17,"[57.792, 63.192, 140.672, 105.28]","[51, 47, 117, 136]",0.6068594891823036
2141,beagle_39,4,"[31.808, 65.184, 122.75200000000001, 129.92000000000002]","[36, 46, 148, 145]",0.6632259886407599
2142,chihuahua_82,10,"[78.4, 38.448, 64.96000000000001, 121.408]","[54, 65, 126, 131]",0.337990636900618
2143,Abyssinian_44,0,"[10.181818181818182, 7.751515151515152, 157.93131313131315, 207.03030303030303]","[42, 0, 157, 171]",0.528490825151119
2144,german_shorthaired_84,14,"[0.0, 69.36, 172.928, 117.376]","[40, 58, 148, 136]",0.6285514154591862
2145,leonberger_38,8,"[92.96000000000001, 76.608, 99.904, 146.496]","[51, 32, 139, 138]",0.36610145138314226
2146,Siamese_99,32,"[4.032, 32.616, 166.208, 165.312]","[39, 62, 155, 140]",0.5692695085547974
