index,pred_class,true_bbox,cam_bboxes,vggnet_adv_iou
english_setter_46,13,"[50.176, 28.0, 171.136, 167.552]","[86, 62, 91, 101]",0.320532280171707
Bombay_200,7,"[59.77333333333333, 30.613333333333333, 112.0, 173.97333333333333]","[83, 56, 77, 83]",0.3279956698344574
Maine_Coon_23,20,"[46.816, 0.0, 149.184, 222.656]","[47, 38, 66, 69]",0.1370996594570179
american_bulldog_205,1,"[4.48, 60.296, 181.888, 112.0]","[123, 67, 59, 57]",0.1650839291997587
leonberger_61,19,"[9.408, 72.32, 206.528, 90.496]","[33, 77, 101, 79]",0.42691374950197003
Persian_94,23,"[68.36, 42.56, 117.376, 181.44]","[94, 71, 72, 59]",0.1994675096501705
shiba_inu_206,31,"[0.0, 76.872, 120.512, 109.76]","[74, 65, 55, 43]",0.10235909425759812
Russian_Blue_208,27,"[6.272, 40.584, 217.28, 142.464]","[35, 37, 139, 116]",0.49680304750878873
scottish_terrier_75,30,"[0.0, 19.136, 218.17600000000002, 188.16]","[124, 29, 100, 84]",0.19043218983429877
Sphynx_36,33,"[77.504, 46.856, 146.496, 137.984]","[86, 76, 69, 56]",0.19115366121427718
Ragdoll_95,33,"[0.0, 55.775999999999996, 162.624, 139.776]","[110, 67, 51, 61]",0.13686196278018517
leonberger_80,21,"[64.06400000000001, 63.224000000000004, 96.768, 97.21600000000001]","[99, 67, 56, 59]",0.3512129538195206
pug_72,25,"[26.432000000000002, 52.232, 150.528, 131.712]","[92, 62, 71, 57]",0.20412235423050418
Egyptian_Mau_222,11,"[1.1789473684210525, 48.78947368421053, 185.09473684210525, 136.16842105263157]","[70, 63, 82, 85]",0.27654276875362604
leonberger_36,19,"[28.896, 25.984, 147.84, 176.96]","[101, 43, 73, 66]",0.18416187677602686
chihuahua_60,33,"[117.824, 104.608, 66.752, 66.304]","[133, 100, 61, 73]",0.6264061808528792
yorkshire_terrier_200,12,"[56.0, 69.21600000000001, 128.576, 90.496]","[74, 67, 76, 69]",0.42998739673790787
saint_bernard_24,28,"[20.608, 85.344, 148.288, 107.072]","[102, 88, 56, 52]",0.1834042722247604
saint_bernard_200,28,"[88.70400000000001, 92.06400000000001, 114.688, 74.816]","[75, 92, 57, 43]",0.20266545413394316
Egyptian_Mau_70,11,"[5.824, 98.928, 168.448, 86.016]","[102, 104, 71, 58]",0.2842112342568343
beagle_27,4,"[84.488, 73.024, 77.504, 133.504]","[95, 78, 68, 56]",0.3606033401153519
english_setter_90,13,"[7.6160000000000005, 56.263999999999996, 196.672, 130.368]","[128, 54, 52, 40]",0.07618265733119499
japanese_chin_195,17,"[88.256, 31.136, 135.296, 164.864]","[103, 68, 68, 63]",0.19206077302969848
Bombay_77,7,"[26.328358208955223, 50.04477611940298, 175.1044776119403, 128.71641791044775]","[39, 67, 64, 65]",0.18457043419295624
Sphynx_53,33,"[45.472, 23.744, 78.848, 83.328]","[58, 50, 73, 69]",0.4838792142135104
boxer_97,8,"[0.0, 6.272, 224.0, 216.832]","[127, 41, 69, 77]",0.10938768262987013
keeshond_31,18,"[21.952, 35.536, 166.208, 148.736]","[38, 39, 90, 84]",0.30581147269091774
Bengal_194,11,"[35.46666666666667, 16.8, 124.13333333333334, 201.6]","[76, 113, 75, 67]",0.20079695411999388
japanese_chin_8,17,"[34.944, 39.2, 171.136, 137.088]","[105, 66, 59, 53]",0.1332867762069924
Birman_99,26,"[13.621621621621621, 30.61261261261261, 200.28828828828827, 166.99099099099098]","[132, 32, 75, 98]",0.21975498831873494
havanese_38,16,"[36.288000000000004, 39.688, 164.416, 145.6]","[63, 66, 58, 63]",0.15263814863610503
Birman_8,6,"[45.472, 47.936, 127.68, 168.448]","[63, 92, 75, 70]",0.24410156874900016
Ragdoll_29,32,"[41.216, 32.480000000000004, 169.344, 163.072]","[34, 64, 66, 64]",0.1339945188436995
great_pyrenees_43,19,"[71.00800000000001, 46.144, 124.992, 150.528]","[66, 63, 88, 129]",0.5501291169743098
english_setter_96,13,"[42.336, 32.704, 119.616, 179.648]","[70, 93, 68, 90]",0.2847998525813419
Russian_Blue_24,27,"[0.448, 39.24, 175.168, 145.15200000000002]","[90, 46, 75, 100]",0.2949738168214145
boxer_7,8,"[4.032, 5.448, 180.544, 212.352]","[97, 0, 76, 104]",0.1932744823554115
havanese_42,16,"[50.848, 10.304, 122.304, 190.4]","[73, 48, 72, 55]",0.1700542854504439
Sphynx_48,33,"[57.120000000000005, 26.88, 113.792, 159.04]","[78, 34, 71, 85]",0.3334718483850233
english_setter_43,35,"[47.128, 15.232000000000001, 145.15200000000002, 208.768]","[74, 76, 51, 49]",0.08246683009457954
beagle_19,4,"[69.888, 58.056, 90.048, 128.576]","[85, 57, 78, 67]",0.4165738996303011
Siamese_50,6,"[17.472, 11.896, 206.528, 201.15200000000002]","[46, 149, 76, 52]",0.09512915553730006
boxer_55,8,"[57.344, 36.504000000000005, 147.392, 170.68800000000002]","[65, 35, 78, 69]",0.20829331332601367
Persian_267,23,"[13.888, 50.296, 146.94400000000002, 142.912]","[39, 61, 62, 57]",0.16828522603417848
Siamese_72,32,"[0.896, 30.232, 216.38400000000001, 178.304]","[28, 47, 76, 74]",0.14576695483586863
pug_28,25,"[0.896, 37.0, 216.38400000000001, 148.736]","[77, 62, 111, 69]",0.23797472140749584
yorkshire_terrier_43,36,"[75.904, 73.47200000000001, 87.808, 103.488]","[66, 95, 63, 74]",0.4001136335819208
pomeranian_52,24,"[38.752, 21.504, 156.8, 202.496]","[61, 51, 100, 74]",0.23306078910704608
american_pit_bull_terrier_8,2,"[42.824, 17.472, 132.16, 188.16]","[96, 32, 68, 73]",0.19962017797433745
Bengal_196,11,"[2.245614035087719, 32.98245614035088, 221.19298245614033, 146.52631578947367]","[55, 64, 110, 70]",0.23757664810519868
great_pyrenees_5,15,"[54.656, 39.24, 102.144, 146.94400000000002]","[75, 32, 66, 60]",0.22483988251459852
saint_bernard_2,28,"[35.392, 29.344, 136.64000000000001, 139.328]","[83, 58, 50, 70]",0.18384498520297896
american_pit_bull_terrier_59,2,"[46.368, 16.576, 145.15200000000002, 206.528]","[79, 47, 58, 69]",0.1334981110725804
Birman_57,32,"[38.528, 28.0, 185.024, 163.968]","[38, 32, 82, 87]",0.23328315484310477
great_pyrenees_26,15,"[5.824, 59.808, 154.112, 117.376]","[98, 37, 65, 66]",0.13576694461623212
american_bulldog_75,1,"[28.448, 25.984, 166.656, 198.016]","[41, 28, 67, 43]",0.08730156338279729
beagle_43,4,"[61.824, 56.672, 97.664, 139.328]","[85, 61, 72, 55]",0.2910196240211769
great_pyrenees_30,15,"[70.336, 37.896, 95.424, 148.736]","[70, 60, 80, 76]",0.42581534314034214
saint_bernard_197,28,"[49.728, 47.712, 129.024, 124.992]","[69, 41, 71, 52]",0.19366062360167238
chihuahua_41,10,"[75.712, 49.096000000000004, 134.848, 136.64000000000001]","[69, 62, 89, 68]",0.2963441454719586
chihuahua_70,10,"[29.568, 38.792, 182.784, 146.94400000000002]","[130, 55, 74, 77]",0.21214480933379448
British_Shorthair_248,9,"[53.77333333333333, 41.81333333333333, 100.80000000000001, 139.62666666666667]","[55, 57, 68, 67]",0.3237090290661719
British_Shorthair_212,9,"[5.688000000000001, 8.512, 210.112, 215.488]","[47, 56, 116, 61]",0.15628376930920337
Persian_56,23,"[0.0, 20.896, 223.552, 181.888]","[81, 108, 76, 59]",0.11027650581146207
Birman_91,32,"[6.272, 55.856, 212.352, 107.072]","[0, 57, 125, 108]",0.5315486971389197
japanese_chin_84,17,"[51.296, 21.504, 137.536, 202.496]","[76, 32, 63, 63]",0.1425109583537517
Bombay_49,7,"[0.0, 26.74074074074074, 224.0, 136.19753086419752]","[122, 66, 78, 94]",0.24032846006422875
Ragdoll_6,26,"[9.706666666666667, 57.266666666666666, 176.21333333333334, 112.37333333333333]","[142, 58, 52, 51]",0.11081164708593047
saint_bernard_76,1,"[46.368, 56.448, 128.576, 101.248]","[99, 96, 54, 61]",0.25303303866796634
Maine_Coon_222,20,"[0.0, 26.48, 223.25333333333333, 174.72]","[45, 77, 92, 71]",0.16745788552107235
newfoundland_56,22,"[144.256, 108.68, 79.744, 65.856]","[65, 100, 72, 76]",0.0
Egyptian_Mau_8,11,"[22.400000000000002, 56.04, 198.24, 130.66666666666669]","[30, 70, 69, 68]",0.18113480258931658
japanese_chin_27,17,"[35.392, 54.472, 135.296, 131.264]","[93, 81, 64, 54]",0.19460013736751622
japanese_chin_79,17,"[28.672, 81.312, 136.192, 89.152]","[73, 86, 67, 55]",0.30349728068544923
Abyssinian_216,5,"[32.85333333333333, 28.746666666666666, 191.14666666666668, 167.25333333333333]","[191, 85, 33, 39]",0.040256594777454795
havanese_55,16,"[25.984, 44.128, 135.296, 141.568]","[83, 60, 58, 55]",0.16654846313263336
havanese_2,16,"[0.0, 6.272, 215.488, 180.544]","[137, 66, 70, 64]",0.11515210026376278
samoyed_197,29,"[44.576, 32.704, 140.224, 189.504]","[77, 54, 66, 44]",0.10928382297110267
Abyssinian_201,0,"[70.93333333333334, 90.72, 150.08, 105.28]","[73, 118, 61, 44]",0.16986887641687348
samoyed_58,29,"[54.472, 57.344, 107.968, 162.17600000000002]","[93, 72, 65, 57]",0.21159557010431687
wheaten_terrier_193,35,"[25.088, 68.016, 187.71200000000002, 111.552]","[135, 62, 60, 50]",0.12389504905829303
Bengal_4,5,"[36.288000000000004, 37.856, 187.71200000000002, 142.912]","[41, 44, 132, 87]",0.42808740441283905
Abyssinian_91,0,"[51.44274809160305, 0.8549618320610687, 107.72519083969465, 221.43511450381678]","[71, 22, 59, 73]",0.1805556605973425
english_setter_4,14,"[28.448, 73.92, 149.632, 117.824]","[95, 65, 42, 54]",0.1051581526363152
keeshond_21,18,"[67.2, 70.112, 63.168, 92.288]","[75, 73, 60, 53]",0.48303444568799897
Ragdoll_80,26,"[29.344, 31.808, 166.208, 192.192]","[44, 89, 88, 76]",0.20936738784255146
basset_hound_72,3,"[46.856, 74.368, 138.88, 149.632]","[93, 100, 53, 76]",0.19383190909162584
american_bulldog_21,1,"[76.424, 20.608, 93.184, 153.216]","[72, 24, 59, 90]",0.33469797741551066
British_Shorthair_64,27,"[79.744, 61.192, 126.784, 85.568]","[71, 72, 68, 86]",0.361139318483823
Persian_264,26,"[5.656565656565657, 27.262626262626263, 205.8989898989899, 168.56565656565655]","[142, 32, 82, 106]",0.20465120046400873
pug_78,25,"[0.0, 53.128, 180.544, 132.608]","[89, 65, 75, 66]",0.2067532827001433
leonberger_21,19,"[10.304, 72.84, 211.45600000000002, 94.976]","[53, 90, 63, 59]",0.1850796517014825
english_cocker_spaniel_87,12,"[39.136, 34.048, 148.288, 189.952]","[50, 158, 45, 46]",0.07348868345505562
beagle_53,4,"[80.64, 64.68, 86.912, 100.8]","[70, 66, 55, 54]",0.2566005022490143
newfoundland_85,22,"[38.448, 56.896, 148.288, 154.56]","[76, 101, 61, 65]",0.1729975986519657
havanese_44,16,"[17.472, 42.136, 163.52, 140.224]","[94, 67, 67, 65]",0.18993059525223718
english_setter_198,13,"[27.776, 23.344, 195.776, 175.616]","[83, 37, 83, 100]",0.24140961330709834
Sphynx_24,33,"[49.13333333333333, 31.733333333333334, 137.2, 190.4]","[52, 57, 72, 58]",0.15985986231227187
Birman_89,6,"[0.896, 45.512, 222.656, 140.672]","[28, 51, 69, 68]",0.14980142292726856
great_pyrenees_61,15,"[51.52, 49.992000000000004, 168.0, 107.072]","[118, 38, 71, 66]",0.20353843259767437
Russian_Blue_203,27,"[3.584, 54.432, 220.416, 141.568]","[63, 87, 76, 79]",0.1924121401609424
english_setter_44,13,"[78.848, 71.048, 85.568, 77.056]","[66, 64, 60, 53]",0.28484105789787934
yorkshire_terrier_37,36,"[7.168, 38.344, 196.672, 146.048]","[37, 75, 109, 94]",0.3567107545989454
pomeranian_3,24,"[45.248, 28.0, 131.712, 152.768]","[77, 85, 85, 68]",0.28725665635815645
basset_hound_36,3,"[42.56, 48.647999999999996, 121.408, 136.64000000000001]","[123, 94, 42, 60]",0.14762259872812608
japanese_chin_28,17,"[0.448, 38.344, 221.76, 147.392]","[83, 82, 81, 55]",0.13629834532597235
english_cocker_spaniel_1,12,"[37.896, 34.496, 146.048, 189.504]","[140, 73, 49, 62]",0.09733880620980374
British_Shorthair_68,8,"[24.192, 75.08, 170.68800000000002, 86.016]","[92, 67, 33, 41]",0.07267332275205045
english_cocker_spaniel_77,12,"[10.752, 53.984, 206.528, 134.848]","[35, 71, 108, 119]",0.45488424221313317
Bengal_3,11,"[0.448, 22.240000000000002, 222.208, 157.696]","[30, 74, 169, 83]",0.40029892980520887
chihuahua_80,33,"[75.712, 57.120000000000005, 72.128, 130.368]","[86, 47, 72, 46]",0.21138931731915683
japanese_chin_82,6,"[0.0, 84.144, 123.2, 102.144]","[110, 139, 5, 13]",0.005165231463398756
Maine_Coon_37,20,"[51.968, 53.128, 172.032, 130.816]","[60, 73, 65, 69]",0.19929313712990546
Bombay_37,7,"[0.0, 8.96, 224.00000000000003, 153.44000000000003]","[145, 53, 79, 67]",0.15399807276925362
Siamese_51,32,"[0.448, 5.136, 223.552, 216.832]","[0, 17, 181, 111]",0.4130266157731115
basset_hound_85,3,"[11.200000000000001, 47.263999999999996, 158.592, 126.784]","[95, 75, 72, 53]",0.1897853304944185
pomeranian_98,24,"[34.792, 0.0, 154.56, 221.312]","[92, 30, 72, 59]",0.12418880155477083
British_Shorthair_75,9,"[0.0, 54.472, 202.94400000000002, 112.0]","[134, 71, 65, 62]",0.17730084583502273
great_pyrenees_58,15,"[39.872, 52.68, 163.072, 133.504]","[124, 67, 77, 66]",0.23343231926869873
japanese_chin_98,17,"[34.048, 88.864, 65.856, 55.552]","[46, 85, 64, 47]",0.5356093032120434
Abyssinian_78,0,"[65.8711111111111, 34.346666666666664, 105.0311111111111, 189.65333333333334]","[80, 57, 52, 73]",0.19056702918694068
Russian_Blue_97,27,"[8.064, 39.896, 198.912, 134.848]","[25, 42, 62, 91]",0.21034276965028625
havanese_57,22,"[64.184, 72.57600000000001, 107.072, 120.06400000000001]","[64, 99, 56, 94]",0.405387258707362
leonberger_76,19,"[19.0, 3.584, 184.576, 220.416]","[133, 123, 59, 79]",0.11456732055316209
Siamese_254,32,"[93.0, 55.25333333333334, 40.32, 74.66666666666667]","[93, 48, 55, 59]",0.5004457520007028
english_setter_5,12,"[44.8, 0.56, 150.64000000000001, 223.44000000000003]","[89, 0, 61, 82]",0.14744356908316966
Sphynx_213,32,"[86.61333333333334, 60.85333333333333, 107.52000000000001, 63.46666666666667]","[75, 47, 77, 73]",0.45087597425841436
Siamese_37,32,"[60.480000000000004, 44.168, 113.34400000000001, 141.12]","[56, 59, 68, 67]",0.2611703416220788
Sphynx_96,33,"[68.36, 17.92, 112.896, 174.272]","[73, 40, 73, 79]",0.29311887240359485
Russian_Blue_41,27,"[51.968, 68.36, 172.032, 103.488]","[43, 88, 66, 60]",0.186568828148236
Russian_Blue_79,27,"[94.976, 50.44, 92.288, 90.496]","[117, 72, 69, 62]",0.5122313587671924
Abyssinian_84,0,"[68.24000000000001, 20.720000000000002, 107.52000000000001, 202.16000000000003]","[85, 61, 66, 51]",0.1548565669342529
boxer_73,8,"[2.3440000000000003, 4.48, 217.28, 215.04]","[76, 23, 89, 79]",0.15047976141165229
pomeranian_38,24,"[47.936, 4.448, 127.232, 206.976]","[78, 64, 80, 60]",0.182274071142999
beagle_86,4,"[56.448, 57.16, 118.72, 118.72]","[103, 42, 72, 58]",0.20311395031873658
Sphynx_28,33,"[60.480000000000004, 6.72, 136.192, 215.488]","[68, 38, 87, 85]",0.2519785023529737
samoyed_9,29,"[63.84, 34.048, 104.384, 189.952]","[98, 98, 65, 51]",0.16718824044973485
yorkshire_terrier_64,36,"[54.656, 49.992000000000004, 101.248, 118.272]","[70, 61, 84, 71]",0.49804575264337425
Abyssinian_76,5,"[95.832, 80.19200000000001, 52.416000000000004, 66.752]","[97, 88, 57, 46]",0.6263929929556996
keeshond_71,18,"[25.088, 60.256, 139.328, 116.032]","[94, 66, 68, 62]",0.26078608888340493
Sphynx_93,33,"[48.832, 22.992, 137.984, 165.76]","[58, 59, 66, 54]",0.15582216235915217
american_pit_bull_terrier_203,2,"[61.6, 57.49333333333334, 101.54666666666667, 130.66666666666669]","[107, 59, 58, 53]",0.22262103031248123
yorkshire_terrier_85,36,"[6.272, 44.168, 216.832, 132.16]","[18, 63, 81, 89]",0.25156581205636763
american_pit_bull_terrier_64,2,"[74.368, 51.784, 149.632, 134.4]","[87, 65, 80, 61]",0.24265881502301517
Ragdoll_210,26,"[67.6, 4.48, 116.48, 216.53333333333333]","[93, 33, 68, 67]",0.18063736602067884
shiba_inu_83,31,"[52.864000000000004, 28.0, 171.136, 167.552]","[72, 42, 114, 94]",0.37371601722554804
Abyssinian_4,0,"[46.856, 39.872, 139.328, 184.12800000000001]","[37, 47, 111, 95]",0.36135754640328094
samoyed_22,29,"[0.0, 32.480000000000004, 223.552, 162.624]","[97, 111, 72, 61]",0.12080895641848718
staffordshire_bull_terrier_66,34,"[67.648, 50.304, 142.016, 133.504]","[66, 38, 123, 132]",0.7027140531163877
english_setter_3,13,"[17.024, 37.856, 186.368, 157.696]","[190, 136, 34, 44]",0.019449542171254865
Egyptian_Mau_22,11,"[30.912, 52.232, 172.48, 127.232]","[112, 66, 80, 66]",0.24060177390875867
keeshond_86,19,"[111.552, 68.32, 61.376000000000005, 115.136]","[106, 96, 74, 66]",0.5127763741838102
samoyed_1,29,"[59.136, 49.544, 150.976, 127.68]","[69, 96, 66, 61]",0.20885408864467228
english_setter_53,13,"[34.944, 82.928, 125.44, 84.224]","[94, 83, 64, 45]",0.2725966906519447
german_shorthaired_69,14,"[60.744, 8.96, 89.60000000000001, 193.984]","[67, 26, 74, 56]",0.23842172550313426
keeshond_64,18,"[76.608, 67.568, 147.392, 116.032]","[106, 82, 61, 68]",0.24254205766286283
havanese_50,25,"[58.504000000000005, 42.56, 114.24000000000001, 166.208]","[65, 55, 59, 46]",0.14293537495860878
leonberger_198,19,"[0.0, 57.16, 179.648, 118.272]","[57, 122, 71, 66]",0.17135189255577943
Russian_Blue_76,27,"[6.272, 54.879999999999995, 203.392, 124.096]","[89, 84, 76, 67]",0.20174219654464307
samoyed_6,29,"[43.008, 37.0, 124.992, 149.184]","[87, 64, 68, 63]",0.22974443337346562
german_shorthaired_92,14,"[62.048, 34.944, 110.208, 183.68]","[91, 39, 60, 83]",0.2460109006422319
basset_hound_198,28,"[40.584, 0.0, 141.568, 150.08]","[99, 99, 47, 28]",0.06193953941863916
leonberger_25,19,"[34.496, 39.688, 189.056, 146.048]","[67, 73, 113, 111]",0.454271345464668
pug_65,25,"[0.448, 48.088, 191.744, 152.32]","[67, 69, 101, 66]",0.22823728644495186
staffordshire_bull_terrier_91,34,"[55.552, 70.6, 80.19200000000001, 100.352]","[83, 65, 67, 64]",0.33281365364610144
Bengal_20,21,"[55.144, 12.992, 105.28, 158.144]","[94, 0, 65, 126]",0.41989083414513717
american_pit_bull_terrier_24,33,"[66.752, 57.84, 79.296, 135.744]","[90, 68, 60, 60]",0.305686455718171
shiba_inu_22,31,"[68.992, 33.824, 146.048, 153.66400000000002]","[100, 59, 61, 44]",0.1195954792244394
beagle_8,4,"[7.792, 0.0, 208.32, 221.76]","[79, 174, 23, 5]",0.00248933680673312
great_pyrenees_89,15,"[40.768, 47.68, 134.4, 142.464]","[35, 35, 60, 57]",0.11920303498829289
chihuahua_23,10,"[19.712, 32.032, 171.136, 163.968]","[130, 39, 65, 64]",0.13747778051070442
keeshond_28,18,"[72.128, 42.784, 149.184, 152.768]","[107, 98, 76, 50]",0.16673583781878712
boxer_41,8,"[69.03999999999999, 17.472, 87.36, 198.016]","[75, 0, 54, 82]",0.19101416168690705
Sphynx_243,33,"[3.982222222222222, 27.977777777777778, 220.01777777777778, 173.22666666666666]","[0, 39, 100, 85]",0.21225504539006618
boxer_36,8,"[53.576, 5.376, 128.576, 218.624]","[63, 18, 59, 83]",0.17420970979319644
Maine_Coon_47,17,"[0.0, 90.75999999999999, 81.08800000000001, 72.57600000000001]","[32, 91, 56, 61]",0.4747934764571767
pug_1,25,"[39.424, 41.888, 184.12800000000001, 143.36]","[65, 61, 69, 58]",0.15161049165332188
samoyed_69,29,"[48.832, 70.112, 127.232, 85.12]","[39, 77, 60, 52]",0.23002187384633543
leonberger_98,8,"[117.376, 49.992000000000004, 62.272, 124.096]","[132, 35, 57, 52]",0.19750092634372451
boxer_89,8,"[64.96000000000001, 60.744, 112.896, 124.992]","[81, 60, 63, 84]",0.3704717860477911
Russian_Blue_80,33,"[43.008, 60.744, 180.096, 125.888]","[31, 53, 97, 93]",0.29640132587507934
Ragdoll_49,26,"[37.896, 0.0, 142.912, 224.0]","[42, 64, 78, 62]",0.15106699027573411
german_shorthaired_7,14,"[70.6, 15.232000000000001, 95.424, 159.488]","[69, 32, 78, 37]",0.18502200270031693
shiba_inu_69,29,"[37.896, 75.264, 110.208, 148.288]","[46, 116, 51, 56]",0.17475880817288966
scottish_terrier_76,30,"[125.888, 64.88, 75.712, 120.512]","[153, 65, 71, 62]",0.28661644607770104
shiba_inu_39,31,"[24.782978723404256, 42.58723404255319, 185.39574468085107, 144.88510638297873]","[49, 64, 71, 56]",0.14802084189023326
staffordshire_bull_terrier_86,1,"[61.824, 59.120000000000005, 155.45600000000002, 133.952]","[85, 64, 81, 61]",0.23727837682883818
staffordshire_bull_terrier_47,2,"[17.472, 29.823999999999998, 206.08, 170.24]","[39, 31, 93, 66]",0.1749562364276374
american_bulldog_47,1,"[49.056, 27.776, 95.872, 180.544]","[66, 31, 60, 75]",0.2599786392491181
samoyed_36,29,"[60.704, 14.336, 124.992, 208.32]","[78, 60, 80, 60]",0.18434359522511745
Birman_26,6,"[86.28, 20.608, 90.496, 198.464]","[81, 32, 68, 52]",0.17885841831541652
Bengal_81,5,"[83.776, 63.088, 77.504, 86.912]","[83, 64, 74, 92]",0.8689760430834461
Persian_256,23,"[15.186440677966102, 61.72542372881356, 136.67796610169492, 132.8813559322034]","[73, 66, 64, 62]",0.21847870100421118
german_shorthaired_192,14,"[60.032000000000004, 71.048, 99.008, 114.688]","[44, 93, 83, 74]",0.39514192883364335
american_pit_bull_terrier_6,2,"[0.0, 61.152, 106.176, 133.504]","[61, 48, 62, 49]",0.1038557276796386
great_pyrenees_25,15,"[31.36, 33.824, 174.72, 162.17600000000002]","[93, 46, 103, 87]",0.31624762434191694
newfoundland_21,22,"[57.792, 47.752, 108.416, 138.43200000000002]","[50, 93, 107, 66]",0.42182131566071746
keeshond_6,18,"[4.032, 0.0, 219.96800000000002, 224.0]","[74, 43, 122, 62]",0.1535125888440916
Ragdoll_48,26,"[61.792, 5.376, 132.608, 215.936]","[87, 32, 71, 65]",0.16116729915899577
german_shorthaired_44,14,"[70.152, 73.024, 116.032, 150.976]","[80, 112, 87, 51]",0.2532816552689153
Russian_Blue_69,27,"[0.0, 63.84, 41.664, 95.424]","[0, 63, 71, 65]",0.45173208492171596
pug_74,8,"[67.936, 17.92, 73.47200000000001, 126.784]","[83, 0, 63, 71]",0.29007870595053475
